,cell_barcode,clone_id
M11-1,cell_911,4
M11-1,cell_912,3
M11-1,cell_913,3
M11-1,cell_914,4
M11-1,cell_915,1
M11-1,cell_916,1
M11-1,cell_917,3
M11-1,cell_918,3
M11-1,cell_919,3
M11-1,cell_92,1
M11-1,cell_920,1
M11-1,cell_921,1
M11-1,cell_922,3
M11-1,cell_923,1
M11-1,cell_924,1
M11-1,cell_925,1
M11-1,cell_926,4
M11-1,cell_927,4
M11-1,cell_928,1
M11-1,cell_929,4
M11-1,cell_93,3
M11-1,cell_930,3
M11-1,cell_931,3
M11-1,cell_932,1
M11-1,cell_933,4
M11-1,cell_934,4
M11-1,cell_935,3
M11-1,cell_936,3
M11-1,cell_937,1
M11-1,cell_938,3
M11-1,cell_939,4
M11-1,cell_94,4
M11-1,cell_940,4
M11-1,cell_941,1
M11-1,cell_942,3
M11-1,cell_943,4
M11-1,cell_944,3
M11-1,cell_945,4
M11-1,cell_946,4
M11-1,cell_947,4
M11-1,cell_948,3
M11-1,cell_949,4
M11-1,cell_95,3
M11-1,cell_950,3
M11-1,cell_951,1
M11-1,cell_952,4
M11-1,cell_953,3
M11-1,cell_954,4
M11-1,cell_955,4
M11-1,cell_956,4
M11-1,cell_957,4
M11-1,cell_958,1
M11-1,cell_959,4
M11-1,cell_96,1
M11-1,cell_960,4
M11-1,cell_961,1
M11-1,cell_962,1
M11-1,cell_963,4
M11-1,cell_964,3
M11-1,cell_965,3
M11-1,cell_966,3
M11-1,cell_967,4
M11-1,cell_968,4
M11-1,cell_969,1
M11-1,cell_97,4
M11-1,cell_970,1
M11-1,cell_971,4
M11-1,cell_972,4
M11-1,cell_973,4
M11-1,cell_974,1
M11-1,cell_975,4
M11-1,cell_976,3
M11-1,cell_977,3
M11-1,cell_978,4
M11-1,cell_979,4
M11-1,cell_98,1
M11-1,cell_980,3
M11-1,cell_981,3
M11-1,cell_982,4
M11-1,cell_983,3
M11-1,cell_984,4
M11-1,cell_985,3
M11-1,cell_986,4
M11-1,cell_987,4
M11-1,cell_988,4
M11-1,cell_989,3
M11-1,cell_99,3
M11-1,cell_990,4
M11-1,cell_991,1
M11-1,cell_992,3
M11-1,cell_993,4
M11-1,cell_994,3
M11-1,cell_995,3
M11-1,cell_996,3
M11-1,cell_997,3
M11-1,cell_998,1
M11-1,cell_999,4
M11-2,cell_1,2
M11-2,cell_10,1
M11-2,cell_100,1
M11-2,cell_1000,2
M11-2,cell_1001,2
M11-2,cell_1002,2
M11-2,cell_1003,1
M11-2,cell_1004,2
M11-2,cell_1005,2
M11-2,cell_1006,2
M11-2,cell_1007,1
M11-2,cell_1008,1
M11-2,cell_1009,8
M11-2,cell_101,1
M11-2,cell_1010,1
M11-2,cell_1011,1
M11-2,cell_1012,2
M11-2,cell_1013,2
M11-2,cell_1014,2
M11-2,cell_1015,2
M11-2,cell_1016,1
M11-2,cell_1017,2
M11-2,cell_1018,2
M11-2,cell_1019,3
M11-2,cell_102,4
M11-2,cell_1020,2
M11-2,cell_1021,2
M11-2,cell_1022,2
M11-2,cell_1023,3
M11-2,cell_1024,2
M11-2,cell_1025,2
M11-2,cell_1026,1
M11-2,cell_1027,2
M11-2,cell_1028,2
M11-2,cell_1029,2
M11-2,cell_103,1
M11-2,cell_1030,1
M11-2,cell_1031,1
M11-2,cell_1032,2
M11-2,cell_1033,3
M11-2,cell_1034,2
M11-2,cell_1035,2
M11-2,cell_1036,8
M11-2,cell_1037,1
M11-2,cell_1038,2
M11-2,cell_1039,2
M11-2,cell_104,1
M11-2,cell_1040,8
M11-2,cell_1041,2
M11-2,cell_1042,1
M11-2,cell_1043,1
M11-2,cell_1044,1
M11-2,cell_1045,3
M11-2,cell_1046,2
M11-2,cell_1047,2
M11-2,cell_1048,2
M11-2,cell_1049,1
M11-2,cell_105,2
M11-2,cell_1050,2
M11-2,cell_1051,4
M11-2,cell_1052,2
M11-2,cell_1053,1
M11-2,cell_1054,1
M11-2,cell_1055,2
M11-2,cell_1056,2
M11-2,cell_1057,1
M11-2,cell_1058,2
M11-2,cell_1059,1
M11-2,cell_106,1
M11-2,cell_1060,2
M11-2,cell_1061,2
M11-2,cell_1062,3
M11-2,cell_1063,2
M11-2,cell_1064,2
M11-2,cell_1065,2
M11-2,cell_1066,1
M11-2,cell_1067,2
M11-2,cell_1068,8
M11-2,cell_1069,2
M11-2,cell_107,2
M11-2,cell_1070,2
M11-2,cell_1071,2
M11-2,cell_1072,2
M11-2,cell_1073,2
M11-2,cell_1074,2
M11-2,cell_1075,1
M11-2,cell_1076,3
M11-2,cell_1077,3
M11-2,cell_1078,2
M11-2,cell_1079,1
M11-2,cell_108,2
M11-2,cell_1080,2
M11-2,cell_1081,2
M11-2,cell_1082,3
M11-2,cell_1083,2
M11-2,cell_1084,2
M11-2,cell_1085,2
M11-2,cell_1086,2
M11-2,cell_1087,3
M11-2,cell_1088,2
M11-2,cell_1089,1
M11-2,cell_109,1
M11-2,cell_1090,2
M11-2,cell_1091,2
M11-2,cell_1092,2
M11-2,cell_1093,8
M11-2,cell_1094,2
M11-2,cell_1095,2
M11-2,cell_1096,3
M11-2,cell_1097,3
M11-2,cell_1098,1
M11-2,cell_1099,1
M11-2,cell_11,2
M11-2,cell_110,2
M11-2,cell_1100,3
M11-2,cell_1101,3
M11-2,cell_1102,2
M11-2,cell_1103,1
M11-2,cell_1104,2
M11-2,cell_1105,3
M11-2,cell_1106,3
M11-2,cell_1107,8
M11-2,cell_1108,2
M11-2,cell_1109,1
M11-2,cell_111,8
M11-2,cell_1110,2
M11-2,cell_1111,2
M11-2,cell_1112,1
M11-2,cell_1113,2
M11-2,cell_1114,2
M11-2,cell_1115,2
M11-2,cell_1116,1
M11-2,cell_1117,2
M11-2,cell_1118,2
M11-2,cell_1119,1
M11-2,cell_112,2
M11-2,cell_1120,1
M11-2,cell_1121,2
M11-2,cell_1122,2
M11-2,cell_1123,4
M11-2,cell_1124,2
M11-2,cell_1125,2
M11-2,cell_1126,8
M11-2,cell_1127,2
M11-2,cell_1128,2
M11-2,cell_1129,2
M11-2,cell_113,2
M11-2,cell_1130,2
M11-2,cell_1131,1
M11-2,cell_1132,2
M11-2,cell_1133,2
M11-2,cell_1134,2
M11-2,cell_1135,2
M11-2,cell_1136,1
M11-2,cell_1137,2
M11-2,cell_1138,1
M11-2,cell_1139,1
M11-2,cell_114,2
M11-2,cell_1140,4
M11-2,cell_1141,2
M11-2,cell_1142,2
M11-2,cell_1143,2
M11-2,cell_1144,2
M11-2,cell_1145,8
M11-2,cell_1146,2
M11-2,cell_1147,2
M11-2,cell_1148,2
M11-2,cell_1149,3
M11-2,cell_115,2
M11-2,cell_1150,1
M11-2,cell_1151,2
M11-2,cell_1152,8
M11-2,cell_1153,2
M11-2,cell_1154,2
M11-2,cell_1155,2
M11-2,cell_1156,2
M11-2,cell_1157,1
M11-2,cell_1158,2
M11-2,cell_1159,2
M11-2,cell_116,2
M11-2,cell_1160,2
M11-2,cell_1161,2
M11-2,cell_1162,1
M11-2,cell_1163,2
M11-2,cell_1164,2
M11-2,cell_1165,2
M11-2,cell_1166,3
M11-2,cell_1167,2
M11-2,cell_1168,2
M11-2,cell_1169,1
M11-2,cell_117,1
M11-2,cell_1170,1
M11-2,cell_1171,2
M11-2,cell_1172,2
M11-2,cell_1173,1
M11-2,cell_1174,2
M11-2,cell_1175,2
M11-2,cell_1176,2
M11-2,cell_1177,2
M11-2,cell_1178,2
M11-2,cell_1179,3
M11-2,cell_118,8
M11-2,cell_1180,3
M11-2,cell_1181,2
M11-2,cell_1182,1
M11-2,cell_1183,2
M11-2,cell_1184,1
M11-2,cell_1185,1
M11-2,cell_1186,2
M11-2,cell_1187,2
M11-2,cell_1188,3
M11-2,cell_1189,1
M11-2,cell_119,2
M11-2,cell_1190,2
M11-2,cell_1191,4
M11-2,cell_1192,2
M11-2,cell_1193,2
M11-2,cell_1194,2
M11-2,cell_1195,1
M11-2,cell_1196,2
M11-2,cell_1197,1
M11-2,cell_1198,2
M11-2,cell_1199,2
M11-2,cell_12,1
M11-2,cell_120,2
M11-2,cell_1200,2
M11-2,cell_1201,2
M11-2,cell_1202,3
M11-2,cell_1203,2
M11-2,cell_1204,1
M11-2,cell_1205,2
M11-2,cell_1206,2
M11-2,cell_1207,3
M11-2,cell_1208,1
M11-2,cell_1209,1
M11-2,cell_121,2
M11-2,cell_1210,1
M11-2,cell_1211,1
M11-2,cell_1212,2
M11-2,cell_1213,1
M11-2,cell_1214,1
M11-2,cell_1215,2
M11-2,cell_1216,1
M11-2,cell_1217,2
M11-2,cell_1218,2
M11-2,cell_1219,2
M11-2,cell_122,1
M11-2,cell_1220,3
M11-2,cell_1221,2
M11-2,cell_1222,2
M11-2,cell_1223,2
M11-2,cell_1224,2
M11-2,cell_1225,3
M11-2,cell_1226,1
M11-2,cell_1227,8
M11-2,cell_1228,1
M11-2,cell_1229,2
M11-2,cell_123,1
M11-2,cell_1230,2
M11-2,cell_1231,2
M11-2,cell_1232,2
M11-2,cell_1233,2
M11-2,cell_1234,1
M11-2,cell_1235,2
M11-2,cell_1236,2
M11-2,cell_1237,4
M11-2,cell_1238,1
M11-2,cell_1239,1
M11-2,cell_124,2
M11-2,cell_1240,2
M11-2,cell_1241,2
M11-2,cell_1242,2
M11-2,cell_1243,2
M11-2,cell_1244,1
M11-2,cell_1245,1
M11-2,cell_1246,1
M11-2,cell_1247,1
M11-2,cell_1248,1
M11-2,cell_1249,1
M11-2,cell_125,2
M11-2,cell_1250,1
M11-2,cell_1251,2
M11-2,cell_1252,1
M11-2,cell_1253,1
M11-2,cell_1254,1
M11-2,cell_1255,1
M11-2,cell_1256,2
M11-2,cell_1257,2
M11-2,cell_1258,1
M11-2,cell_1259,1
M11-2,cell_126,2
M11-2,cell_1260,8
M11-2,cell_1261,2
M11-2,cell_1262,2
M11-2,cell_1263,8
M11-2,cell_1264,2
M11-2,cell_1265,2
M11-2,cell_1266,3
M11-2,cell_1267,2
M11-2,cell_1268,2
M11-2,cell_1269,2
M11-2,cell_127,1
M11-2,cell_1270,2
M11-2,cell_1271,2
M11-2,cell_1272,1
M11-2,cell_1273,1
M11-2,cell_1274,2
M11-2,cell_1275,2
M11-2,cell_1276,1
M11-2,cell_1277,2
M11-2,cell_1278,1
M11-2,cell_1279,4
M11-2,cell_128,8
M11-2,cell_1280,1
M11-2,cell_1281,2
M11-2,cell_1282,1
M11-2,cell_1283,2
M11-2,cell_1284,2
M11-2,cell_1285,2
M11-2,cell_1286,8
M11-2,cell_1287,2
M11-2,cell_1288,1
M11-2,cell_1289,1
M11-2,cell_129,2
M11-2,cell_1290,8
M11-2,cell_1291,2
M11-2,cell_1292,8
M11-2,cell_1293,2
M11-2,cell_1294,2
M11-2,cell_1295,1
M11-2,cell_1296,8
M11-2,cell_1297,1
M11-2,cell_1298,2
M11-2,cell_1299,2
M11-2,cell_13,2
M11-2,cell_130,1
M11-2,cell_1300,3
M11-2,cell_1301,2
M11-2,cell_1302,1
M11-2,cell_1303,2
M11-2,cell_1304,1
M11-2,cell_1305,2
M11-2,cell_1306,1
M11-2,cell_1307,2
M11-2,cell_1308,8
M11-2,cell_1309,2
M11-2,cell_131,2
M11-2,cell_1310,2
M11-2,cell_1311,2
M11-2,cell_1312,2
M11-2,cell_1313,1
M11-2,cell_1314,2
M11-2,cell_1315,2
M11-2,cell_1316,1
M11-2,cell_1317,2
M11-2,cell_1318,2
M11-2,cell_1319,2
M11-2,cell_132,2
M11-2,cell_1320,2
M11-2,cell_1321,2
M11-2,cell_1322,3
M11-2,cell_1323,1
M11-2,cell_1324,2
M11-2,cell_1325,1
M11-2,cell_1326,1
M11-2,cell_1327,1
M11-2,cell_1328,2
M11-2,cell_1329,2
M11-2,cell_133,2
M11-2,cell_1330,2
M11-2,cell_1331,4
M11-2,cell_1332,2
M11-2,cell_1333,2
M11-2,cell_1334,4
M11-2,cell_1335,1
M11-2,cell_1336,1
M11-2,cell_1337,8
M11-2,cell_1338,1
M11-2,cell_1339,2
M11-2,cell_134,3
M11-2,cell_1340,2
M11-2,cell_1341,3
M11-2,cell_1342,1
M11-2,cell_1343,1
M11-2,cell_1344,2
M11-2,cell_1345,2
M11-2,cell_1346,3
M11-2,cell_1347,2
M11-2,cell_1348,4
M11-2,cell_1349,2
M11-2,cell_135,1
M11-2,cell_1350,2
M11-2,cell_1351,2
M11-2,cell_1352,2
M11-2,cell_1353,2
M11-2,cell_1354,2
M11-2,cell_1355,2
M11-2,cell_1356,2
M11-2,cell_1357,1
M11-2,cell_1358,2
M11-2,cell_1359,1
M11-2,cell_136,1
M11-2,cell_1360,1
M11-2,cell_1361,1
M11-2,cell_1362,2
M11-2,cell_1363,2
M11-2,cell_1364,2
M11-2,cell_1365,1
M11-2,cell_1366,2
M11-2,cell_1367,2
M11-2,cell_1368,2
M11-2,cell_1369,1
M11-2,cell_137,2
M11-2,cell_1370,2
M11-2,cell_1371,2
M11-2,cell_1372,2
M11-2,cell_1373,1
M11-2,cell_1374,1
M11-2,cell_1375,2
M11-2,cell_1376,3
M11-2,cell_1377,3
M11-2,cell_1378,2
M11-2,cell_1379,2
M11-2,cell_138,1
M11-2,cell_1380,2
M11-2,cell_1381,1
M11-2,cell_1382,2
M11-2,cell_1383,1
M11-2,cell_1384,2
M11-2,cell_1385,2
M11-2,cell_1386,2
M11-2,cell_1387,1
M11-2,cell_1388,3
M11-2,cell_1389,1
M11-2,cell_139,2
M11-2,cell_1390,2
M11-2,cell_1391,3
M11-2,cell_1392,8
M11-2,cell_1393,2
M11-2,cell_1394,2
M11-2,cell_1395,2
M11-2,cell_1396,2
M11-2,cell_1397,2
M11-2,cell_1398,1
M11-2,cell_1399,2
M11-2,cell_14,2
M11-2,cell_140,2
M11-2,cell_1400,2
M11-2,cell_1401,1
M11-2,cell_1402,2
M11-2,cell_1403,2
M11-2,cell_1404,1
M11-2,cell_1405,2
M11-2,cell_1406,1
M11-2,cell_1407,2
M11-2,cell_1408,2
M11-2,cell_1409,2
M11-2,cell_141,2
M11-2,cell_1410,2
M11-2,cell_1411,2
M11-2,cell_1412,1
M11-2,cell_1413,2
M11-2,cell_1414,2
M11-2,cell_1415,2
M11-2,cell_1416,2
M11-2,cell_1417,1
M11-2,cell_1418,1
M11-2,cell_1419,2
M11-2,cell_142,2
M11-2,cell_1420,1
M11-2,cell_1421,1
M11-2,cell_1422,1
M11-2,cell_1423,8
M11-2,cell_1424,2
M11-2,cell_1425,1
M11-2,cell_1426,8
M11-2,cell_1427,2
M11-2,cell_1428,8
M11-2,cell_1429,1
M11-2,cell_143,2
M11-2,cell_1430,2
M11-2,cell_1431,2
M11-2,cell_1432,1
M11-2,cell_1433,2
M11-2,cell_1434,2
M11-2,cell_1435,1
M11-2,cell_1436,2
M11-2,cell_1437,2
M11-2,cell_1438,2
M11-2,cell_1439,2
M11-2,cell_144,1
M11-2,cell_1440,1
M11-2,cell_1441,2
M11-2,cell_1442,2
M11-2,cell_1443,1
M11-2,cell_1444,1
M11-2,cell_1445,2
M11-2,cell_1446,1
M11-2,cell_1447,2
M11-2,cell_1448,1
M11-2,cell_1449,2
M11-2,cell_145,3
M11-2,cell_1450,1
M11-2,cell_1451,2
M11-2,cell_1452,2
M11-2,cell_1453,2
M11-2,cell_1454,2
M11-2,cell_1455,2
M11-2,cell_1456,2
M11-2,cell_1457,2
M11-2,cell_1458,2
M11-2,cell_1459,2
M11-2,cell_146,2
M11-2,cell_1460,1
M11-2,cell_1461,2
M11-2,cell_1462,4
M11-2,cell_1463,2
M11-2,cell_1464,1
M11-2,cell_1465,2
M11-2,cell_1466,2
M11-2,cell_1467,2
M11-2,cell_1468,8
M11-2,cell_1469,2
M11-2,cell_147,2
M11-2,cell_1470,1
M11-2,cell_1471,2
M11-2,cell_1472,4
M11-2,cell_1473,1
M11-2,cell_1474,2
M11-2,cell_1475,2
M11-2,cell_1476,2
M11-2,cell_1477,2
M11-2,cell_1478,1
M11-2,cell_1479,2
M11-2,cell_148,2
M11-2,cell_1480,3
M11-2,cell_1481,1
M11-2,cell_1482,2
M11-2,cell_1483,2
M11-2,cell_1484,1
M11-2,cell_1485,2
M11-2,cell_1486,2
M11-2,cell_1487,2
M11-2,cell_1488,2
M11-2,cell_1489,2
M11-2,cell_149,2
M11-2,cell_1490,1
M11-2,cell_1491,2
M11-2,cell_1492,2
M11-2,cell_1493,2
M11-2,cell_1494,1
M11-2,cell_1495,2
M11-2,cell_1496,3
M11-2,cell_1497,2
M11-2,cell_1498,2
M11-2,cell_1499,2
M11-2,cell_15,8
M11-2,cell_150,2
M11-2,cell_1500,2
M11-2,cell_1501,2
M11-2,cell_1502,1
M11-2,cell_1503,2
M11-2,cell_1504,1
M11-2,cell_1505,8
M11-2,cell_1506,8
M11-2,cell_1507,1
M11-2,cell_1508,2
M11-2,cell_1509,2
M11-2,cell_151,2
M11-2,cell_1510,3
M11-2,cell_1511,2
M11-2,cell_1512,8
M11-2,cell_1513,3
M11-2,cell_1514,2
M11-2,cell_1515,2
M11-2,cell_1516,2
M11-2,cell_1517,1
M11-2,cell_1518,2
M11-2,cell_1519,1
M11-2,cell_152,3
M11-2,cell_1520,2
M11-2,cell_1521,8
M11-2,cell_1522,2
M11-2,cell_1523,1
M11-2,cell_1524,2
M11-2,cell_1525,2
M11-2,cell_1526,1
M11-2,cell_1527,2
M11-2,cell_1528,2
M11-2,cell_1529,2
M11-2,cell_153,2
M11-2,cell_1530,2
M11-2,cell_1531,3
M11-2,cell_1532,1
M11-2,cell_1533,2
M11-2,cell_1534,2
M11-2,cell_1535,2
M11-2,cell_1536,1
M11-2,cell_1537,1
M11-2,cell_1538,2
M11-2,cell_1539,2
M11-2,cell_154,2
M11-2,cell_1540,2
M11-2,cell_1541,2
M11-2,cell_1542,2
M11-2,cell_1543,3
M11-2,cell_1544,3
M11-2,cell_1545,1
M11-2,cell_1546,2
M11-2,cell_1547,2
M11-2,cell_1548,3
M11-2,cell_1549,2
M11-2,cell_155,2
M11-2,cell_1550,2
M11-2,cell_1551,1
M11-2,cell_1552,2
M11-2,cell_1553,2
M11-2,cell_1554,8
M11-2,cell_1555,1
M11-2,cell_1556,2
M11-2,cell_1557,1
M11-2,cell_1558,2
M11-2,cell_1559,2
M11-2,cell_156,1
M11-2,cell_1560,1
M11-2,cell_1561,8
M11-2,cell_1562,2
M11-2,cell_1563,2
M11-2,cell_1564,2
M11-2,cell_1565,2
M11-2,cell_1566,1
M11-2,cell_1567,1
M11-2,cell_1568,2
M11-2,cell_1569,2
M11-2,cell_157,2
M11-2,cell_1570,2
M11-2,cell_1571,2
M11-2,cell_1572,2
M11-2,cell_1573,3
M11-2,cell_1574,3
M11-2,cell_1575,1
M11-2,cell_1576,2
M11-2,cell_1577,2
M11-2,cell_1578,1
M11-2,cell_1579,8
M11-2,cell_158,3
M11-2,cell_1580,2
M11-2,cell_1581,8
M11-2,cell_1582,2
M11-2,cell_1583,2
M11-2,cell_1584,2
M11-2,cell_1585,2
M11-2,cell_1586,3
M11-2,cell_1587,2
M11-2,cell_1588,1
M11-2,cell_1589,2
M11-2,cell_159,2
M11-2,cell_1590,8
M11-2,cell_1591,2
M11-2,cell_1592,2
M11-2,cell_1593,8
M11-2,cell_1594,3
M11-2,cell_1595,2
M11-2,cell_1596,2
M11-2,cell_1597,2
M11-2,cell_1598,2
M11-2,cell_1599,2
M11-2,cell_16,2
M11-2,cell_160,8
M11-2,cell_1600,2
M11-2,cell_1601,3
M11-2,cell_1602,2
M11-2,cell_1603,2
M11-2,cell_1604,2
M11-2,cell_1605,2
M11-2,cell_1606,2
M11-2,cell_1607,2
M11-2,cell_1608,4
M11-2,cell_1609,2
M11-2,cell_161,2
M11-2,cell_1610,1
M11-2,cell_1611,2
M11-2,cell_1612,2
M11-2,cell_1613,2
M11-2,cell_1614,2
M11-2,cell_1615,2
M11-2,cell_1616,4
M11-2,cell_1617,2
M11-2,cell_1618,2
M11-2,cell_1619,2
M11-2,cell_162,8
M11-2,cell_1620,1
M11-2,cell_1621,4
M11-2,cell_1622,2
M11-2,cell_1623,3
M11-2,cell_1624,1
M11-2,cell_1625,8
M11-2,cell_1626,2
M11-2,cell_1627,8
M11-2,cell_1628,8
M11-2,cell_1629,1
M11-2,cell_163,1
M11-2,cell_1630,1
M11-2,cell_1631,1
M11-2,cell_1632,2
M11-2,cell_1633,2
M11-2,cell_1634,2
M11-2,cell_1635,2
M11-2,cell_1636,2
M11-2,cell_1637,2
M11-2,cell_1638,8
M11-2,cell_1639,3
M11-2,cell_164,2
M11-2,cell_1640,8
M11-2,cell_1641,2
M11-2,cell_1642,1
M11-2,cell_1643,1
M11-2,cell_1644,3
M11-2,cell_1645,8
M11-2,cell_1646,2
M11-2,cell_1647,1
M11-2,cell_1648,2
M11-2,cell_1649,2
M11-2,cell_165,2
M11-2,cell_1650,3
M11-2,cell_1651,8
M11-2,cell_1652,3
M11-2,cell_1653,1
M11-2,cell_1654,1
M11-2,cell_1655,2
M11-2,cell_1656,2
M11-2,cell_1657,1
M11-2,cell_1658,1
M11-2,cell_1659,2
M11-2,cell_166,1
M11-2,cell_1660,2
M11-2,cell_1661,6
M11-2,cell_1662,2
M11-2,cell_1663,1
M11-2,cell_1664,1
M11-2,cell_1665,2
M11-2,cell_1666,2
M11-2,cell_1667,2
M11-2,cell_1668,2
M11-2,cell_1669,2
M11-2,cell_167,3
M11-2,cell_1670,2
M11-2,cell_1671,2
M11-2,cell_1672,8
M11-2,cell_1673,2
M11-2,cell_1674,3
M11-2,cell_1675,1
M11-2,cell_1676,2
M11-2,cell_1677,2
M11-2,cell_1678,2
M11-2,cell_1679,2
M11-2,cell_168,8
M11-2,cell_1680,2
M11-2,cell_1681,1
M11-2,cell_1682,2
M11-2,cell_1683,1
M11-2,cell_1684,1
M11-2,cell_1685,8
M11-2,cell_1686,3
M11-2,cell_1687,2
M11-2,cell_1688,2
M11-2,cell_1689,1
M11-2,cell_169,1
M11-2,cell_1690,2
M11-2,cell_1691,1
M11-2,cell_1692,2
M11-2,cell_1693,2
M11-2,cell_1694,2
M11-2,cell_1695,2
M11-2,cell_1696,2
M11-2,cell_1697,1
M11-2,cell_1698,3
M11-2,cell_1699,2
M11-2,cell_17,2
M11-2,cell_170,8
M11-2,cell_1700,2
M11-2,cell_1701,2
M11-2,cell_1702,2
M11-2,cell_1703,1
M11-2,cell_1704,2
M11-2,cell_1705,2
M11-2,cell_1706,2
M11-2,cell_1707,1
M11-2,cell_1708,2
M11-2,cell_1709,2
M11-2,cell_171,2
M11-2,cell_1710,2
M11-2,cell_1711,2
M11-2,cell_1712,1
M11-2,cell_1713,2
M11-2,cell_1714,1
M11-2,cell_1715,2
M11-2,cell_1716,2
M11-2,cell_1717,1
M11-2,cell_1718,2
M11-2,cell_1719,4
M11-2,cell_172,2
M11-2,cell_1720,3
M11-2,cell_1721,2
M11-2,cell_1722,2
M11-2,cell_1723,1
M11-2,cell_1724,2
M11-2,cell_1725,2
M11-2,cell_1726,3
M11-2,cell_1727,3
M11-2,cell_1728,2
M11-2,cell_1729,2
M11-2,cell_173,1
M11-2,cell_1730,2
M11-2,cell_1731,2
M11-2,cell_1732,2
M11-2,cell_1733,2
M11-2,cell_1734,2
M11-2,cell_1735,2
M11-2,cell_1736,2
M11-2,cell_1737,2
M11-2,cell_1738,2
M11-2,cell_1739,1
M11-2,cell_174,2
M11-2,cell_1740,3
M11-2,cell_1741,2
M11-2,cell_1742,1
M11-2,cell_1743,2
M11-2,cell_1744,2
M11-2,cell_1745,8
M11-2,cell_1746,2
M11-2,cell_1747,3
M11-2,cell_1748,8
M11-2,cell_1749,2
M11-2,cell_175,2
M11-2,cell_1750,2
M11-2,cell_1751,2
M11-2,cell_1752,1
M11-2,cell_1753,2
M11-2,cell_1754,2
M11-2,cell_1755,1
M11-2,cell_1756,2
M11-2,cell_1757,2
M11-2,cell_1758,2
M11-2,cell_1759,1
M11-2,cell_176,1
M11-2,cell_1760,2
M11-2,cell_1761,2
M11-2,cell_1762,2
M11-2,cell_1763,2
M11-2,cell_1764,2
M11-2,cell_1765,2
M11-2,cell_1766,8
M11-2,cell_1767,2
M11-2,cell_1768,3
M11-2,cell_1769,2
M11-2,cell_177,1
M11-2,cell_1770,1
M11-2,cell_1771,8
M11-2,cell_1772,2
M11-2,cell_1773,2
M11-2,cell_1774,1
M11-2,cell_1775,2
M11-2,cell_1776,8
M11-2,cell_1777,1
M11-2,cell_1778,1
M11-2,cell_1779,1
M11-2,cell_178,1
M11-2,cell_1780,3
M11-2,cell_1781,2
M11-2,cell_1782,2
M11-2,cell_1783,1
M11-2,cell_1784,2
M11-2,cell_1785,2
M11-2,cell_1786,3
M11-2,cell_1787,2
M11-2,cell_1788,8
M11-2,cell_1789,1
M11-2,cell_179,1
M11-2,cell_1790,2
M11-2,cell_1791,2
M11-2,cell_1792,2
M11-2,cell_1793,1
M11-2,cell_1794,2
M11-2,cell_1795,2
M11-2,cell_1796,1
M11-2,cell_1797,2
M11-2,cell_1798,2
M11-2,cell_1799,2
M11-2,cell_18,1
M11-2,cell_180,1
M11-2,cell_1800,1
M11-2,cell_1801,2
M11-2,cell_1802,2
M11-2,cell_1803,2
M11-2,cell_1804,1
M11-2,cell_1805,1
M11-2,cell_1806,8
M11-2,cell_1807,2
M11-2,cell_1808,2
M11-2,cell_1809,2
M11-2,cell_181,2
M11-2,cell_1810,2
M11-2,cell_1811,1
M11-2,cell_1812,2
M11-2,cell_1813,8
M11-2,cell_1814,2
M11-2,cell_1815,3
M11-2,cell_1816,2
M11-2,cell_1817,2
M11-2,cell_1818,2
M11-2,cell_1819,1
M11-2,cell_182,8
M11-2,cell_1820,2
M11-2,cell_1821,8
M11-2,cell_1822,2
M11-2,cell_1823,2
M11-2,cell_1824,2
M11-2,cell_1825,2
M11-2,cell_1826,2
M11-2,cell_1827,2
M11-2,cell_1828,2
M11-2,cell_1829,1
M11-2,cell_183,1
M11-2,cell_1830,2
M11-2,cell_184,2
M11-2,cell_185,2
M11-2,cell_186,2
M11-2,cell_187,2
M11-2,cell_188,2
M11-2,cell_189,2
M11-2,cell_19,2
M11-2,cell_190,2
M11-2,cell_191,2
M11-2,cell_192,1
M11-2,cell_193,2
M11-2,cell_194,2
M11-2,cell_195,2
M11-2,cell_196,2
M11-2,cell_197,2
M11-2,cell_198,2
M11-2,cell_199,1
M11-2,cell_2,2
M11-2,cell_20,3
M11-2,cell_200,1
M11-2,cell_201,1
M11-2,cell_202,2
M11-2,cell_203,3
M11-2,cell_204,1
M11-2,cell_205,3
M11-2,cell_206,8
M11-2,cell_207,8
M11-2,cell_208,8
M11-2,cell_209,3
M11-2,cell_21,1
M11-2,cell_210,2
M11-2,cell_211,2
M11-2,cell_212,2
M11-2,cell_213,8
M11-2,cell_214,2
M11-2,cell_215,1
M11-2,cell_216,2
M11-2,cell_217,2
M11-2,cell_218,8
M11-2,cell_219,8
M11-2,cell_22,8
M11-2,cell_220,3
M11-2,cell_221,3
M11-2,cell_222,1
M11-2,cell_223,1
M11-2,cell_224,2
M11-2,cell_225,1
M11-2,cell_226,2
M11-2,cell_227,3
M11-2,cell_228,3
M11-2,cell_229,2
M11-2,cell_23,2
M11-2,cell_230,2
M11-2,cell_231,2
M11-2,cell_232,2
M11-2,cell_233,2
M11-2,cell_234,3
M11-2,cell_235,2
M11-2,cell_236,2
M11-2,cell_237,2
M11-2,cell_238,3
M11-2,cell_239,3
M11-2,cell_24,2
M11-2,cell_240,1
M11-2,cell_241,1
M11-2,cell_242,8
M11-2,cell_243,1
M11-2,cell_244,2
M11-2,cell_245,2
M11-2,cell_246,1
M11-2,cell_247,2
M11-2,cell_248,2
M11-2,cell_249,1
M11-2,cell_25,1
