,cell_barcode,clone_id
M11-1,cell_2946,3
M11-1,cell_2947,4
M11-1,cell_2948,4
M11-1,cell_2949,1
M11-1,cell_295,4
M11-1,cell_2950,3
M11-1,cell_2951,1
M11-1,cell_2952,3
M11-1,cell_2953,4
M11-1,cell_2954,3
M11-1,cell_2955,4
M11-1,cell_2956,4
M11-1,cell_2957,3
M11-1,cell_2958,4
M11-1,cell_2959,4
M11-1,cell_296,3
M11-1,cell_2960,3
M11-1,cell_2961,1
M11-1,cell_2962,1
M11-1,cell_2963,4
M11-1,cell_2964,4
M11-1,cell_2965,3
M11-1,cell_2966,4
M11-1,cell_2967,3
M11-1,cell_2968,4
M11-1,cell_2969,1
M11-1,cell_297,4
M11-1,cell_2970,3
M11-1,cell_2971,1
M11-1,cell_2972,3
M11-1,cell_2973,1
M11-1,cell_2974,1
M11-1,cell_2975,4
M11-1,cell_2976,3
M11-1,cell_2977,1
M11-1,cell_2978,4
M11-1,cell_2979,3
M11-1,cell_298,3
M11-1,cell_2980,4
M11-1,cell_2981,3
M11-1,cell_2982,4
M11-1,cell_2983,3
M11-1,cell_2984,3
M11-1,cell_2985,3
M11-1,cell_2986,3
M11-1,cell_2987,4
M11-1,cell_2988,1
M11-1,cell_2989,3
M11-1,cell_299,4
M11-1,cell_2990,1
M11-1,cell_2991,4
M11-1,cell_2992,3
M11-1,cell_2993,4
M11-1,cell_2994,3
M11-1,cell_2995,4
M11-1,cell_2996,3
M11-1,cell_2997,3
M11-1,cell_2998,4
M11-1,cell_2999,4
M11-1,cell_3,1
M11-1,cell_30,1
M11-1,cell_300,3
M11-1,cell_3000,1
M11-1,cell_3001,4
M11-1,cell_3002,4
M11-1,cell_3003,4
M11-1,cell_3004,4
M11-1,cell_3005,4
M11-1,cell_3006,1
M11-1,cell_3007,3
M11-1,cell_3008,1
M11-1,cell_3009,4
M11-1,cell_301,4
M11-1,cell_3010,3
M11-1,cell_3011,4
M11-1,cell_3012,3
M11-1,cell_3013,3
M11-1,cell_3014,4
M11-1,cell_3015,4
M11-1,cell_3016,1
M11-1,cell_3017,4
M11-1,cell_3018,1
M11-1,cell_3019,1
M11-1,cell_302,3
M11-1,cell_3020,3
M11-1,cell_3021,1
M11-1,cell_3022,4
M11-1,cell_3023,3
M11-1,cell_3024,1
M11-1,cell_3025,4
M11-1,cell_3026,3
M11-1,cell_3027,4
M11-1,cell_3028,4
M11-1,cell_3029,3
M11-1,cell_303,3
M11-1,cell_3030,3
M11-1,cell_3031,1
M11-1,cell_3032,4
M11-1,cell_3033,3
M11-1,cell_3034,3
M11-1,cell_3035,1
M11-1,cell_3036,4
M11-1,cell_3037,4
M11-1,cell_3038,4
M11-1,cell_3039,4
M11-1,cell_304,4
M11-1,cell_3040,4
M11-1,cell_3041,1
M11-1,cell_3042,1
M11-1,cell_3043,4
M11-1,cell_3044,4
M11-1,cell_3045,4
M11-1,cell_3046,3
M11-1,cell_3047,4
M11-1,cell_3048,1
M11-1,cell_3049,3
M11-1,cell_305,1
M11-1,cell_3050,4
M11-1,cell_3051,3
M11-1,cell_3052,3
M11-1,cell_3053,4
M11-1,cell_3054,4
M11-1,cell_3055,4
M11-1,cell_3056,4
M11-1,cell_3057,3
M11-1,cell_3058,4
M11-1,cell_3059,3
M11-1,cell_306,4
M11-1,cell_3060,1
M11-1,cell_3061,1
M11-1,cell_3062,1
M11-1,cell_3063,3
M11-1,cell_3064,1
M11-1,cell_3065,4
M11-1,cell_3066,4
M11-1,cell_3067,1
M11-1,cell_3068,3
M11-1,cell_3069,4
M11-1,cell_307,4
M11-1,cell_3070,4
M11-1,cell_3071,3
M11-1,cell_3072,1
M11-1,cell_3073,1
M11-1,cell_3074,1
M11-1,cell_3075,1
M11-1,cell_3076,4
M11-1,cell_3077,1
M11-1,cell_3078,3
M11-1,cell_3079,4
M11-1,cell_308,8
M11-1,cell_3080,1
M11-1,cell_3081,1
M11-1,cell_3082,4
M11-1,cell_3083,3
M11-1,cell_3084,4
M11-1,cell_3085,3
M11-1,cell_3086,4
M11-1,cell_3087,4
M11-1,cell_3088,3
M11-1,cell_3089,4
M11-1,cell_309,4
M11-1,cell_3090,4
M11-1,cell_3091,4
M11-1,cell_3092,1
M11-1,cell_3093,8
M11-1,cell_3094,4
M11-1,cell_3095,1
M11-1,cell_3096,4
M11-1,cell_3097,4
M11-1,cell_3098,4
M11-1,cell_3099,4
M11-1,cell_31,1
M11-1,cell_310,1
M11-1,cell_3100,4
M11-1,cell_3101,3
M11-1,cell_3102,4
M11-1,cell_3103,3
M11-1,cell_3104,1
M11-1,cell_3105,1
M11-1,cell_3106,1
M11-1,cell_3107,4
M11-1,cell_3108,4
M11-1,cell_3109,4
M11-1,cell_311,1
M11-1,cell_3110,1
M11-1,cell_3111,1
M11-1,cell_3112,3
M11-1,cell_3113,4
M11-1,cell_3114,4
M11-1,cell_3115,4
M11-1,cell_3116,4
M11-1,cell_3117,4
M11-1,cell_3118,4
M11-1,cell_3119,1
M11-1,cell_312,3
M11-1,cell_3120,3
M11-1,cell_3121,4
M11-1,cell_3122,4
M11-1,cell_3123,4
M11-1,cell_3124,1
M11-1,cell_3125,3
M11-1,cell_3126,3
M11-1,cell_3127,3
M11-1,cell_3128,4
M11-1,cell_3129,4
M11-1,cell_313,3
M11-1,cell_3130,3
M11-1,cell_3131,4
M11-1,cell_3132,3
M11-1,cell_3133,1
M11-1,cell_3134,4
M11-1,cell_3135,4
M11-1,cell_3136,4
M11-1,cell_3137,3
M11-1,cell_3138,4
M11-1,cell_3139,4
M11-1,cell_314,4
M11-1,cell_3140,4
M11-1,cell_3141,3
M11-1,cell_3142,4
M11-1,cell_3143,4
M11-1,cell_3144,3
M11-1,cell_3145,1
M11-1,cell_3146,1
M11-1,cell_3147,3
M11-1,cell_3148,8
M11-1,cell_3149,3
M11-1,cell_315,3
M11-1,cell_3150,1
M11-1,cell_3151,4
M11-1,cell_3152,1
M11-1,cell_3153,1
M11-1,cell_3154,3
M11-1,cell_3155,3
M11-1,cell_3156,3
M11-1,cell_3157,4
M11-1,cell_3158,3
M11-1,cell_3159,3
M11-1,cell_316,3
M11-1,cell_3160,4
M11-1,cell_3161,4
M11-1,cell_3162,1
M11-1,cell_3163,1
M11-1,cell_3164,3
M11-1,cell_3165,1
M11-1,cell_3166,4
M11-1,cell_3167,4
M11-1,cell_3168,1
M11-1,cell_3169,4
M11-1,cell_317,3
M11-1,cell_3170,1
M11-1,cell_3171,3
M11-1,cell_3172,4
M11-1,cell_3173,3
M11-1,cell_3174,4
M11-1,cell_3175,4
M11-1,cell_3176,4
M11-1,cell_3177,4
M11-1,cell_3178,1
M11-1,cell_3179,3
M11-1,cell_318,4
M11-1,cell_3180,4
M11-1,cell_3181,4
M11-1,cell_3182,3
M11-1,cell_3183,3
M11-1,cell_3184,4
M11-1,cell_3185,4
M11-1,cell_3186,1
M11-1,cell_3187,1
M11-1,cell_3188,4
M11-1,cell_3189,3
M11-1,cell_319,4
M11-1,cell_3190,1
M11-1,cell_3191,3
M11-1,cell_3192,4
M11-1,cell_3193,4
M11-1,cell_3194,4
M11-1,cell_3195,4
M11-1,cell_3196,3
M11-1,cell_3197,4
M11-1,cell_3198,1
M11-1,cell_3199,3
M11-1,cell_32,3
M11-1,cell_320,4
M11-1,cell_3200,4
M11-1,cell_3201,3
M11-1,cell_3202,4
M11-1,cell_3203,3
M11-1,cell_3204,1
M11-1,cell_3205,1
M11-1,cell_3206,4
M11-1,cell_3207,3
M11-1,cell_3208,4
M11-1,cell_3209,4
M11-1,cell_321,4
M11-1,cell_3210,4
M11-1,cell_3211,3
M11-1,cell_3212,3
M11-1,cell_3213,3
M11-1,cell_3214,1
M11-1,cell_3215,4
M11-1,cell_3216,4
M11-1,cell_3217,1
M11-1,cell_3218,3
M11-1,cell_3219,3
M11-1,cell_322,4
M11-1,cell_3220,4
M11-1,cell_3221,1
M11-1,cell_3222,3
M11-1,cell_3223,3
M11-1,cell_3224,4
M11-1,cell_3225,3
M11-1,cell_3226,1
M11-1,cell_3227,4
M11-1,cell_3228,4
M11-1,cell_3229,1
M11-1,cell_323,3
M11-1,cell_3230,4
M11-1,cell_3231,4
M11-1,cell_3232,4
M11-1,cell_3233,1
M11-1,cell_3234,3
M11-1,cell_3235,3
M11-1,cell_3236,3
M11-1,cell_3237,3
M11-1,cell_3238,1
M11-1,cell_3239,8
M11-1,cell_324,1
M11-1,cell_3240,3
M11-1,cell_3241,4
M11-1,cell_3242,4
M11-1,cell_3243,4
M11-1,cell_3244,4
M11-1,cell_3245,4
M11-1,cell_3246,4
M11-1,cell_3247,3
M11-1,cell_3248,4
M11-1,cell_3249,4
M11-1,cell_325,3
M11-1,cell_3250,4
M11-1,cell_3251,3
M11-1,cell_3252,4
M11-1,cell_3253,1
M11-1,cell_3254,1
M11-1,cell_3255,4
M11-1,cell_3256,4
M11-1,cell_3257,1
M11-1,cell_3258,8
M11-1,cell_3259,3
M11-1,cell_326,4
M11-1,cell_3260,4
M11-1,cell_3261,1
M11-1,cell_3262,4
M11-1,cell_3263,3
M11-1,cell_3264,4
M11-1,cell_3265,3
M11-1,cell_3266,3
M11-1,cell_3267,3
M11-1,cell_3268,1
M11-1,cell_3269,1
M11-1,cell_327,4
M11-1,cell_3270,8
M11-1,cell_3271,3
M11-1,cell_3272,1
M11-1,cell_3273,1
M11-1,cell_3274,4
M11-1,cell_3275,4
M11-1,cell_3276,3
M11-1,cell_3277,3
M11-1,cell_3278,3
M11-1,cell_3279,4
M11-1,cell_328,3
M11-1,cell_3280,4
M11-1,cell_3281,3
M11-1,cell_3282,1
M11-1,cell_3283,1
M11-1,cell_3284,3
M11-1,cell_3285,4
M11-1,cell_3286,4
M11-1,cell_3287,4
M11-1,cell_3288,1
M11-1,cell_3289,4
M11-1,cell_329,1
M11-1,cell_3290,3
M11-1,cell_3291,1
M11-1,cell_3292,4
M11-1,cell_3293,1
M11-1,cell_3294,4
M11-1,cell_3295,1
M11-1,cell_3296,3
M11-1,cell_3297,1
M11-1,cell_3298,3
M11-1,cell_3299,4
M11-1,cell_33,1
M11-1,cell_330,4
M11-1,cell_3300,4
M11-1,cell_3301,1
M11-1,cell_3302,1
M11-1,cell_3303,3
M11-1,cell_3304,4
M11-1,cell_3305,4
M11-1,cell_3306,1
M11-1,cell_3307,3
M11-1,cell_3308,1
M11-1,cell_3309,4
M11-1,cell_331,4
M11-1,cell_3310,3
M11-1,cell_3311,1
M11-1,cell_3312,4
M11-1,cell_3313,4
M11-1,cell_3314,4
M11-1,cell_3315,3
M11-1,cell_3316,3
M11-1,cell_3317,4
M11-1,cell_3318,4
M11-1,cell_3319,4
M11-1,cell_332,1
M11-1,cell_3320,4
M11-1,cell_3321,8
M11-1,cell_3322,1
M11-1,cell_3323,4
M11-1,cell_3324,4
M11-1,cell_3325,3
M11-1,cell_3326,3
M11-1,cell_3327,4
M11-1,cell_3328,4
M11-1,cell_3329,1
M11-1,cell_333,4
M11-1,cell_3330,1
M11-1,cell_3331,1
M11-1,cell_3332,4
M11-1,cell_3333,4
M11-1,cell_3334,4
M11-1,cell_3335,3
M11-1,cell_3336,4
M11-1,cell_3337,1
M11-1,cell_3338,3
M11-1,cell_3339,1
M11-1,cell_334,4
M11-1,cell_3340,4
M11-1,cell_3341,3
M11-1,cell_3342,1
M11-1,cell_3343,4
M11-1,cell_3344,4
M11-1,cell_3345,4
M11-1,cell_3346,1
M11-1,cell_3347,3
M11-1,cell_3348,3
M11-1,cell_3349,1
M11-1,cell_335,8
M11-1,cell_3350,1
M11-1,cell_3351,3
M11-1,cell_3352,1
M11-1,cell_3353,1
M11-1,cell_3354,3
M11-1,cell_3355,4
M11-1,cell_3356,4
M11-1,cell_3357,1
M11-1,cell_3358,4
M11-1,cell_3359,4
M11-1,cell_336,3
M11-1,cell_3360,3
M11-1,cell_3361,4
M11-1,cell_3362,4
M11-1,cell_3363,1
M11-1,cell_3364,1
M11-1,cell_3365,4
M11-1,cell_3366,3
M11-1,cell_3367,3
M11-1,cell_3368,1
M11-1,cell_3369,4
M11-1,cell_337,4
M11-1,cell_3370,4
M11-1,cell_3371,3
M11-1,cell_3372,4
M11-1,cell_3373,3
M11-1,cell_3374,1
M11-1,cell_3375,3
M11-1,cell_3376,4
M11-1,cell_3377,1
M11-1,cell_3378,4
M11-1,cell_3379,3
M11-1,cell_338,4
M11-1,cell_3380,4
M11-1,cell_3381,4
M11-1,cell_3382,4
M11-1,cell_3383,1
M11-1,cell_3384,4
M11-1,cell_3385,1
M11-1,cell_3386,4
M11-1,cell_3387,4
M11-1,cell_3388,4
M11-1,cell_3389,4
M11-1,cell_339,1
M11-1,cell_3390,4
M11-1,cell_3391,1
M11-1,cell_3392,1
M11-1,cell_3393,1
M11-1,cell_3394,4
M11-1,cell_3395,1
M11-1,cell_3396,1
M11-1,cell_3397,4
M11-1,cell_3398,4
M11-1,cell_3399,1
M11-1,cell_34,3
M11-1,cell_340,4
M11-1,cell_3400,4
M11-1,cell_3401,1
M11-1,cell_3402,1
M11-1,cell_3403,3
M11-1,cell_3404,3
M11-1,cell_3405,3
M11-1,cell_3406,4
M11-1,cell_3407,4
M11-1,cell_3408,1
M11-1,cell_3409,1
M11-1,cell_341,1
M11-1,cell_3410,4
M11-1,cell_3411,3
M11-1,cell_3412,4
M11-1,cell_3413,3
M11-1,cell_3414,3
M11-1,cell_3415,1
M11-1,cell_3416,4
M11-1,cell_3417,4
M11-1,cell_3418,1
M11-1,cell_3419,1
M11-1,cell_342,3
M11-1,cell_3420,1
M11-1,cell_3421,3
M11-1,cell_3422,3
M11-1,cell_3423,4
M11-1,cell_3424,1
M11-1,cell_3425,4
M11-1,cell_3426,4
M11-1,cell_3427,4
M11-1,cell_3428,1
M11-1,cell_3429,1
M11-1,cell_343,1
M11-1,cell_3430,3
M11-1,cell_3431,3
M11-1,cell_3432,4
M11-1,cell_3433,3
M11-1,cell_3434,3
M11-1,cell_3435,1
M11-1,cell_3436,1
M11-1,cell_3437,4
M11-1,cell_3438,4
M11-1,cell_3439,4
M11-1,cell_344,3
M11-1,cell_3440,4
M11-1,cell_3441,4
M11-1,cell_3442,4
M11-1,cell_3443,3
M11-1,cell_3444,4
M11-1,cell_3445,1
M11-1,cell_3446,3
M11-1,cell_3447,1
M11-1,cell_3448,3
M11-1,cell_3449,4
M11-1,cell_345,4
M11-1,cell_3450,3
M11-1,cell_3451,1
M11-1,cell_3452,3
M11-1,cell_3453,3
M11-1,cell_3454,4
M11-1,cell_3455,3
M11-1,cell_3456,4
M11-1,cell_3457,3
M11-1,cell_3458,1
M11-1,cell_3459,4
M11-1,cell_346,1
M11-1,cell_3460,3
M11-1,cell_3461,1
M11-1,cell_3462,3
M11-1,cell_3463,3
M11-1,cell_3464,4
M11-1,cell_3465,3
M11-1,cell_3466,3
M11-1,cell_3467,1
M11-1,cell_3468,3
M11-1,cell_3469,4
M11-1,cell_347,3
M11-1,cell_3470,3
M11-1,cell_3471,1
M11-1,cell_3472,1
M11-1,cell_3473,4
M11-1,cell_3474,3
M11-1,cell_3475,1
M11-1,cell_3476,3
M11-1,cell_3477,4
M11-1,cell_3478,4
M11-1,cell_3479,3
M11-1,cell_348,4
M11-1,cell_3480,3
M11-1,cell_3481,4
M11-1,cell_3482,1
M11-1,cell_3483,4
M11-1,cell_3484,4
M11-1,cell_3485,4
M11-1,cell_3486,4
M11-1,cell_3487,3
M11-1,cell_3488,4
M11-1,cell_3489,4
M11-1,cell_349,1
M11-1,cell_3490,8
M11-1,cell_3491,8
M11-1,cell_3492,1
M11-1,cell_3493,1
M11-1,cell_3494,3
M11-1,cell_3495,3
M11-1,cell_3496,3
M11-1,cell_3497,3
M11-1,cell_3498,3
M11-1,cell_3499,1
M11-1,cell_35,3
M11-1,cell_350,4
M11-1,cell_3500,3
M11-1,cell_3501,4
M11-1,cell_3502,4
M11-1,cell_3503,4
M11-1,cell_3504,4
M11-1,cell_3505,3
M11-1,cell_3506,8
M11-1,cell_3507,3
M11-1,cell_3508,3
M11-1,cell_3509,4
M11-1,cell_351,1
M11-1,cell_3510,4
M11-1,cell_3511,3
M11-1,cell_3512,3
M11-1,cell_3513,4
M11-1,cell_3514,1
M11-1,cell_3515,4
M11-1,cell_3516,1
M11-1,cell_3517,4
M11-1,cell_3518,4
M11-1,cell_3519,4
M11-1,cell_352,1
M11-1,cell_3520,4
M11-1,cell_3521,4
M11-1,cell_3522,4
M11-1,cell_3523,1
M11-1,cell_3524,4
M11-1,cell_3525,4
M11-1,cell_3526,3
M11-1,cell_3527,8
M11-1,cell_3528,3
M11-1,cell_3529,3
M11-1,cell_353,3
M11-1,cell_3530,1
M11-1,cell_3531,3
M11-1,cell_3532,3
M11-1,cell_3533,3
M11-1,cell_3534,4
M11-1,cell_3535,1
M11-1,cell_3536,4
M11-1,cell_3537,3
M11-1,cell_3538,3
M11-1,cell_3539,3
M11-1,cell_354,3
M11-1,cell_3540,1
M11-1,cell_3541,3
M11-1,cell_3542,4
M11-1,cell_3543,4
M11-1,cell_3544,1
M11-1,cell_3545,4
M11-1,cell_3546,3
M11-1,cell_3547,4
M11-1,cell_3548,1
M11-1,cell_3549,1
M11-1,cell_355,3
M11-1,cell_3550,4
M11-1,cell_3551,3
M11-1,cell_3552,1
M11-1,cell_3553,3
M11-1,cell_3554,3
M11-1,cell_3555,4
M11-1,cell_3556,4
M11-1,cell_3557,4
M11-1,cell_3558,1
M11-1,cell_3559,4
M11-1,cell_356,4
M11-1,cell_3560,4
M11-1,cell_3561,1
M11-1,cell_3562,3
M11-1,cell_3563,3
M11-1,cell_3564,4
M11-1,cell_3565,4
M11-1,cell_3566,1
M11-1,cell_3567,1
M11-1,cell_3568,3
M11-1,cell_3569,3
M11-1,cell_357,1
M11-1,cell_3570,4
M11-1,cell_3571,4
M11-1,cell_3572,3
M11-1,cell_3573,4
M11-1,cell_3574,4
M11-1,cell_3575,3
M11-1,cell_3576,3
M11-1,cell_3577,1
M11-1,cell_3578,3
M11-1,cell_3579,4
M11-1,cell_358,4
M11-1,cell_3580,3
M11-1,cell_3581,1
M11-1,cell_3582,4
M11-1,cell_3583,4
M11-1,cell_3584,4
M11-1,cell_3585,4
M11-1,cell_3586,4
M11-1,cell_3587,1
M11-1,cell_3588,4
M11-1,cell_3589,4
M11-1,cell_359,3
M11-1,cell_3590,4
M11-1,cell_3591,4
M11-1,cell_3592,1
M11-1,cell_3593,3
M11-1,cell_3594,1
M11-1,cell_3595,4
M11-1,cell_3596,4
M11-1,cell_3597,1
M11-1,cell_3598,3
M11-1,cell_3599,8
M11-1,cell_36,3
M11-1,cell_360,1
M11-1,cell_3600,4
M11-1,cell_3601,4
M11-1,cell_3602,4
M11-1,cell_3603,1
M11-1,cell_3604,8
M11-1,cell_3605,4
M11-1,cell_3606,4
M11-1,cell_3607,4
M11-1,cell_3608,1
M11-1,cell_3609,1
M11-1,cell_361,3
M11-1,cell_3610,4
M11-1,cell_3611,3
M11-1,cell_3612,1
M11-1,cell_3613,8
M11-1,cell_3614,1
M11-1,cell_3615,3
M11-1,cell_3616,4
M11-1,cell_3617,4
M11-1,cell_3618,3
M11-1,cell_3619,4
M11-1,cell_362,4
M11-1,cell_3620,1
M11-1,cell_3621,4
M11-1,cell_3622,3
M11-1,cell_3623,4
M11-1,cell_3624,4
M11-1,cell_3625,4
M11-1,cell_3626,4
M11-1,cell_3627,1
M11-1,cell_3628,4
M11-1,cell_3629,3
M11-1,cell_363,4
M11-1,cell_3630,4
M11-1,cell_3631,3
M11-1,cell_3632,4
M11-1,cell_3633,1
M11-1,cell_3634,4
M11-1,cell_3635,3
M11-1,cell_3636,1
M11-1,cell_3637,1
M11-1,cell_3638,4
M11-1,cell_3639,3
M11-1,cell_364,3
M11-1,cell_3640,4
M11-1,cell_3641,3
M11-1,cell_3642,3
M11-1,cell_3643,3
M11-1,cell_3644,1
M11-1,cell_3645,3
M11-1,cell_3646,4
M11-1,cell_3647,4
M11-1,cell_3648,4
M11-1,cell_3649,3
M11-1,cell_365,4
M11-1,cell_3650,1
M11-1,cell_3651,1
M11-1,cell_3652,4
M11-1,cell_3653,4
M11-1,cell_3654,1
M11-1,cell_3655,4
M11-1,cell_3656,1
M11-1,cell_3657,3
M11-1,cell_3658,1
M11-1,cell_3659,8
M11-1,cell_366,3
M11-1,cell_3660,4
M11-1,cell_3661,3
M11-1,cell_3662,3
M11-1,cell_3663,1
M11-1,cell_3664,4
M11-1,cell_3665,3
M11-1,cell_3666,4
M11-1,cell_3667,4
M11-1,cell_3668,4
M11-1,cell_3669,1
M11-1,cell_367,1
M11-1,cell_3670,8
M11-1,cell_3671,4
M11-1,cell_3672,3
M11-1,cell_3673,3
M11-1,cell_3674,4
M11-1,cell_3675,1
M11-1,cell_3676,4
M11-1,cell_3677,1
M11-1,cell_3678,3
M11-1,cell_3679,1
M11-1,cell_368,4
M11-1,cell_3680,1
M11-1,cell_3681,4
M11-1,cell_3682,3
M11-1,cell_3683,8
M11-1,cell_3684,4
M11-1,cell_3685,1
M11-1,cell_3686,3
M11-1,cell_3687,1
M11-1,cell_3688,3
M11-1,cell_3689,4
M11-1,cell_369,4
M11-1,cell_3690,3
M11-1,cell_3691,1
M11-1,cell_3692,1
M11-1,cell_3693,1
M11-1,cell_3694,1
M11-1,cell_3695,1
M11-1,cell_3696,3
M11-1,cell_3697,4
M11-1,cell_3698,1
M11-1,cell_3699,3
M11-1,cell_37,3
M11-1,cell_370,1
M11-1,cell_3700,1
M11-1,cell_3701,4
M11-1,cell_3702,4
M11-1,cell_3703,1
M11-1,cell_3704,1
M11-1,cell_3705,4
M11-1,cell_3706,3
M11-1,cell_3707,1
M11-1,cell_3708,1
M11-1,cell_3709,3
M11-1,cell_371,3
M11-1,cell_3710,4
M11-1,cell_3711,4
M11-1,cell_3712,4
M11-1,cell_3713,4
M11-1,cell_3714,1
M11-1,cell_3715,3
M11-1,cell_3716,3
M11-1,cell_3717,4
M11-1,cell_3718,4
M11-1,cell_3719,4
M11-1,cell_372,1
M11-1,cell_3720,4
M11-1,cell_3721,3
M11-1,cell_3722,1
M11-1,cell_3723,4
M11-1,cell_3724,3
M11-1,cell_3725,1
M11-1,cell_3726,4
M11-1,cell_3727,4
M11-1,cell_3728,1
M11-1,cell_3729,1
M11-1,cell_373,4
M11-1,cell_3730,3
M11-1,cell_3731,3
M11-1,cell_3732,1
M11-1,cell_3733,8
M11-1,cell_3734,3
M11-1,cell_3735,4
M11-1,cell_3736,3
M11-1,cell_3737,1
M11-1,cell_3738,3
M11-1,cell_3739,4
M11-1,cell_374,1
M11-1,cell_3740,1
M11-1,cell_3741,4
M11-1,cell_3742,3
M11-1,cell_3743,1
M11-1,cell_3744,4
M11-1,cell_3745,4
M11-1,cell_3746,3
M11-1,cell_3747,1
M11-1,cell_3748,4
M11-1,cell_3749,4
M11-1,cell_375,1
M11-1,cell_3750,1
M11-1,cell_3751,1
M11-1,cell_3752,1
M11-1,cell_3753,3
M11-1,cell_3754,1
M11-1,cell_3755,1
M11-1,cell_3756,4
M11-1,cell_3757,3
M11-1,cell_3758,3
M11-1,cell_3759,1
M11-1,cell_376,4
M11-1,cell_3760,3
M11-1,cell_3761,4
M11-1,cell_3762,3
M11-1,cell_3763,3
M11-1,cell_3764,4
M11-1,cell_3765,1
M11-1,cell_3766,4
M11-1,cell_3767,4
M11-1,cell_3768,4
M11-1,cell_3769,3
M11-1,cell_377,1
M11-1,cell_3770,3
M11-1,cell_3771,4
M11-1,cell_3772,3
M11-1,cell_3773,1
M11-1,cell_3774,4
M11-1,cell_3775,1
M11-1,cell_3776,4
M11-1,cell_3777,4
M11-1,cell_3778,3
M11-1,cell_3779,4
M11-1,cell_378,4
M11-1,cell_3780,4
M11-1,cell_3781,4
M11-1,cell_3782,4
M11-1,cell_3783,4
M11-1,cell_3784,1
M11-1,cell_3785,3
M11-1,cell_3786,4
M11-1,cell_3787,3
M11-1,cell_3788,4
M11-1,cell_3789,4
M11-1,cell_379,4
M11-1,cell_3790,3
M11-1,cell_3791,1
M11-1,cell_3792,3
M11-1,cell_3793,4
M11-1,cell_3794,4
M11-1,cell_3795,1
M11-1,cell_3796,3
M11-1,cell_3797,4
M11-1,cell_3798,4
M11-1,cell_3799,3
M11-1,cell_38,4
M11-1,cell_380,4
M11-1,cell_3800,3
M11-1,cell_3801,4
M11-1,cell_3802,4
M11-1,cell_3803,4
M11-1,cell_3804,8
M11-1,cell_3805,1
M11-1,cell_3806,4
M11-1,cell_3807,3
M11-1,cell_3808,3
M11-1,cell_3809,3
M11-1,cell_381,1
M11-1,cell_3810,4
M11-1,cell_3811,4
M11-1,cell_3812,1
M11-1,cell_3813,3
M11-1,cell_3814,4
M11-1,cell_3815,4
M11-1,cell_3816,3
M11-1,cell_3817,3
M11-1,cell_3818,4
M11-1,cell_3819,1
M11-1,cell_382,4
M11-1,cell_3820,4
M11-1,cell_3821,4
M11-1,cell_3822,4
M11-1,cell_3823,1
M11-1,cell_3824,4
M11-1,cell_3825,4
M11-1,cell_3826,3
M11-1,cell_3827,3
M11-1,cell_3828,4
M11-1,cell_3829,4
M11-1,cell_383,3
M11-1,cell_3830,4
M11-1,cell_3831,3
M11-1,cell_3832,1
M11-1,cell_3833,1
M11-1,cell_3834,1
M11-1,cell_3835,4
M11-1,cell_3836,1
M11-1,cell_3837,4
M11-1,cell_3838,4
M11-1,cell_3839,4
M11-1,cell_384,4
M11-1,cell_3840,4
M11-1,cell_3841,4
M11-1,cell_3842,3
M11-1,cell_3843,3
M11-1,cell_3844,4
M11-1,cell_3845,1
M11-1,cell_3846,4
M11-1,cell_3847,4
M11-1,cell_3848,4
M11-1,cell_3849,4
M11-1,cell_385,1
M11-1,cell_3850,3
M11-1,cell_3851,3
M11-1,cell_3852,1
M11-1,cell_3853,3
M11-1,cell_3854,3
M11-1,cell_3855,4
M11-1,cell_3856,4
M11-1,cell_3857,4
M11-1,cell_3858,4
M11-1,cell_3859,4
M11-1,cell_386,4
M11-1,cell_3860,4
M11-1,cell_3861,4
M11-1,cell_3862,3
M11-1,cell_3863,4
M11-1,cell_3864,1
M11-1,cell_3865,4
M11-1,cell_3866,4
M11-1,cell_3867,1
M11-1,cell_3868,1
M11-1,cell_3869,1
M11-1,cell_387,3
M11-1,cell_3870,1
M11-1,cell_3871,4
M11-1,cell_3872,1
M11-1,cell_3873,4
M11-1,cell_3874,3
M11-1,cell_3875,4
M11-1,cell_3876,3
M11-1,cell_3877,4
M11-1,cell_3878,3
M11-1,cell_3879,1
M11-1,cell_388,4
M11-1,cell_3880,1
M11-1,cell_3881,1
M11-1,cell_3882,4
M11-1,cell_3883,4
M11-1,cell_3884,3
M11-1,cell_3885,3
M11-1,cell_3886,4
M11-1,cell_3887,1
M11-1,cell_3888,1
M11-1,cell_3889,4
M11-1,cell_389,4
M11-1,cell_3890,3
M11-1,cell_3891,3
M11-1,cell_3892,4
M11-1,cell_3893,4
M11-1,cell_3894,3
M11-1,cell_3895,4
M11-1,cell_3896,4
M11-1,cell_3897,3
M11-1,cell_3898,3
M11-1,cell_3899,4
M11-1,cell_39,4
M11-1,cell_390,1
M11-1,cell_3900,3
M11-1,cell_3901,1
M11-1,cell_3902,1
M11-1,cell_3903,1
M11-1,cell_3904,4
M11-1,cell_3905,3
M11-1,cell_3906,1
M11-1,cell_3907,4
M11-1,cell_3908,1
M11-1,cell_3909,4
M11-1,cell_391,4
M11-1,cell_3910,4
M11-1,cell_3911,1
M11-1,cell_3912,4
M11-1,cell_3913,1
M11-1,cell_3914,4
M11-1,cell_3915,4
M11-1,cell_3916,4
M11-1,cell_3917,4
M11-1,cell_3918,4
M11-1,cell_3919,3
M11-1,cell_392,3
M11-1,cell_3920,3
