,cell_barcode,clone_id
TP6-1T,cell_3529,8
TP6-1T,cell_353,6
TP6-1T,cell_3530,1
TP6-1T,cell_3531,6
TP6-1T,cell_3532,6
TP6-1T,cell_3533,1
TP6-1T,cell_3534,8
TP6-1T,cell_3535,1
TP6-1T,cell_3536,8
TP6-1T,cell_3537,6
TP6-1T,cell_3538,6
TP6-1T,cell_3539,8
TP6-1T,cell_354,8
TP6-1T,cell_3540,6
TP6-1T,cell_3541,1
TP6-1T,cell_3542,8
TP6-1T,cell_3543,8
TP6-1T,cell_3544,1
TP6-1T,cell_3545,8
TP6-1T,cell_3546,8
TP6-1T,cell_3547,8
TP6-1T,cell_3548,8
TP6-1T,cell_3549,8
TP6-1T,cell_355,8
TP6-1T,cell_3550,8
TP6-1T,cell_3551,8
TP6-1T,cell_3552,6
TP6-1T,cell_3553,1
TP6-1T,cell_3554,1
TP6-1T,cell_3555,1
TP6-1T,cell_3556,6
TP6-1T,cell_3557,1
TP6-1T,cell_3558,1
TP6-1T,cell_3559,1
TP6-1T,cell_356,1
TP6-1T,cell_3560,1
TP6-1T,cell_3561,8
TP6-1T,cell_3562,1
TP6-1T,cell_3563,1
TP6-1T,cell_3564,1
TP6-1T,cell_3565,8
TP6-1T,cell_3566,8
TP6-1T,cell_3567,8
TP6-1T,cell_3568,8
TP6-1T,cell_3569,1
TP6-1T,cell_357,8
TP6-1T,cell_3570,1
TP6-1T,cell_3571,1
TP6-1T,cell_3572,1
TP6-1T,cell_3573,8
TP6-1T,cell_3574,8
TP6-1T,cell_3575,8
TP6-1T,cell_3576,1
TP6-1T,cell_3577,8
TP6-1T,cell_3578,6
TP6-1T,cell_3579,8
TP6-1T,cell_358,8
TP6-1T,cell_3580,8
TP6-1T,cell_3581,8
TP6-1T,cell_3582,8
TP6-1T,cell_3583,6
TP6-1T,cell_3584,1
TP6-1T,cell_3585,6
TP6-1T,cell_3586,1
TP6-1T,cell_3587,8
TP6-1T,cell_3588,8
TP6-1T,cell_3589,8
TP6-1T,cell_359,8
TP6-1T,cell_3590,1
TP6-1T,cell_3591,8
TP6-1T,cell_3592,8
TP6-1T,cell_3593,1
TP6-1T,cell_3594,8
TP6-1T,cell_3595,1
TP6-1T,cell_3596,8
TP6-1T,cell_3597,6
TP6-1T,cell_3598,8
TP6-1T,cell_3599,8
TP6-1T,cell_36,1
TP6-1T,cell_360,1
TP6-1T,cell_3600,6
TP6-1T,cell_3601,8
TP6-1T,cell_3602,8
TP6-1T,cell_3603,1
TP6-1T,cell_3604,6
TP6-1T,cell_3605,8
TP6-1T,cell_3606,8
TP6-1T,cell_3607,6
TP6-1T,cell_3608,8
TP6-1T,cell_3609,8
TP6-1T,cell_361,8
TP6-1T,cell_3610,1
TP6-1T,cell_3611,8
TP6-1T,cell_3612,8
TP6-1T,cell_3613,8
TP6-1T,cell_3614,8
TP6-1T,cell_3615,1
TP6-1T,cell_3616,1
TP6-1T,cell_3617,8
TP6-1T,cell_3618,8
TP6-1T,cell_3619,6
TP6-1T,cell_362,6
TP6-1T,cell_3620,8
TP6-1T,cell_3621,1
TP6-1T,cell_3622,1
TP6-1T,cell_3623,1
TP6-1T,cell_3624,1
TP6-1T,cell_3625,8
TP6-1T,cell_3626,1
TP6-1T,cell_3627,6
TP6-1T,cell_3628,8
TP6-1T,cell_3629,8
TP6-1T,cell_363,8
TP6-1T,cell_3630,8
TP6-1T,cell_3631,8
TP6-1T,cell_3632,1
TP6-1T,cell_3633,6
TP6-1T,cell_3634,8
TP6-1T,cell_3635,6
TP6-1T,cell_3636,1
TP6-1T,cell_3637,1
TP6-1T,cell_3638,8
TP6-1T,cell_3639,8
TP6-1T,cell_364,8
TP6-1T,cell_3640,1
TP6-1T,cell_3641,1
TP6-1T,cell_3642,6
TP6-1T,cell_3643,8
TP6-1T,cell_3644,1
TP6-1T,cell_3645,8
TP6-1T,cell_3646,1
TP6-1T,cell_3647,8
TP6-1T,cell_3648,8
TP6-1T,cell_3649,8
TP6-1T,cell_365,8
TP6-1T,cell_3650,1
TP6-1T,cell_3651,1
TP6-1T,cell_3652,8
TP6-1T,cell_3653,8
TP6-1T,cell_3654,8
TP6-1T,cell_3655,1
TP6-1T,cell_3656,8
TP6-1T,cell_3657,8
TP6-1T,cell_3658,8
TP6-1T,cell_3659,8
TP6-1T,cell_366,8
TP6-1T,cell_3660,8
TP6-1T,cell_3661,8
TP6-1T,cell_3662,1
TP6-1T,cell_3663,8
TP6-1T,cell_3664,1
TP6-1T,cell_3665,8
TP6-1T,cell_3666,8
TP6-1T,cell_3667,6
TP6-1T,cell_3668,1
TP6-1T,cell_3669,1
TP6-1T,cell_367,8
TP6-1T,cell_3670,1
TP6-1T,cell_3671,1
TP6-1T,cell_3672,1
TP6-1T,cell_3673,6
TP6-1T,cell_3674,8
TP6-1T,cell_3675,8
TP6-1T,cell_3676,8
TP6-1T,cell_3677,6
TP6-1T,cell_3678,8
TP6-1T,cell_3679,6
TP6-1T,cell_368,8
TP6-1T,cell_3680,6
TP6-1T,cell_3681,8
TP6-1T,cell_3682,1
TP6-1T,cell_3683,8
TP6-1T,cell_3684,8
TP6-1T,cell_3685,6
TP6-1T,cell_3686,8
TP6-1T,cell_3687,1
TP6-1T,cell_3688,6
TP6-1T,cell_3689,1
TP6-1T,cell_369,8
TP6-1T,cell_3690,8
TP6-1T,cell_3691,8
TP6-1T,cell_3692,8
TP6-1T,cell_3693,6
TP6-1T,cell_3694,1
TP6-1T,cell_3695,6
TP6-1T,cell_3696,8
TP6-1T,cell_3697,8
TP6-1T,cell_3698,8
TP6-1T,cell_3699,8
TP6-1T,cell_37,8
TP6-1T,cell_370,8
TP6-1T,cell_3700,1
TP6-1T,cell_3701,6
TP6-1T,cell_3702,1
TP6-1T,cell_3703,8
TP6-1T,cell_3704,8
TP6-1T,cell_3705,1
TP6-1T,cell_3706,8
TP6-1T,cell_3707,8
TP6-1T,cell_3708,8
TP6-1T,cell_3709,6
TP6-1T,cell_371,1
TP6-1T,cell_3710,8
TP6-1T,cell_3711,1
TP6-1T,cell_3712,8
TP6-1T,cell_3713,1
TP6-1T,cell_3714,1
TP6-1T,cell_3715,8
TP6-1T,cell_3716,1
TP6-1T,cell_3717,6
TP6-1T,cell_3718,1
TP6-1T,cell_3719,8
TP6-1T,cell_372,8
TP6-1T,cell_3720,8
TP6-1T,cell_3721,6
TP6-1T,cell_3722,8
TP6-1T,cell_3723,1
TP6-1T,cell_3724,6
TP6-1T,cell_3725,8
TP6-1T,cell_3726,1
TP6-1T,cell_3727,1
TP6-1T,cell_3728,1
TP6-1T,cell_3729,8
TP6-1T,cell_373,8
TP6-1T,cell_3730,8
TP6-1T,cell_3731,1
TP6-1T,cell_3732,6
TP6-1T,cell_3733,8
TP6-1T,cell_3734,6
TP6-1T,cell_3735,8
TP6-1T,cell_3736,1
TP6-1T,cell_3737,8
TP6-1T,cell_3738,8
TP6-1T,cell_3739,8
TP6-1T,cell_374,8
TP6-1T,cell_3740,6
TP6-1T,cell_3741,1
TP6-1T,cell_3742,1
TP6-1T,cell_3743,8
TP6-1T,cell_3744,1
TP6-1T,cell_3745,1
TP6-1T,cell_3746,1
TP6-1T,cell_3747,1
TP6-1T,cell_3748,1
TP6-1T,cell_3749,1
TP6-1T,cell_375,8
TP6-1T,cell_3750,6
TP6-1T,cell_3751,1
TP6-1T,cell_3752,1
TP6-1T,cell_3753,6
TP6-1T,cell_3754,8
TP6-1T,cell_3755,8
TP6-1T,cell_3756,6
TP6-1T,cell_3757,1
TP6-1T,cell_3758,8
TP6-1T,cell_3759,1
TP6-1T,cell_376,1
TP6-1T,cell_3760,8
TP6-1T,cell_3761,8
TP6-1T,cell_3762,8
TP6-1T,cell_3763,1
TP6-1T,cell_3764,1
TP6-1T,cell_3765,1
TP6-1T,cell_3766,8
TP6-1T,cell_3767,8
TP6-1T,cell_3768,6
TP6-1T,cell_3769,6
TP6-1T,cell_377,1
TP6-1T,cell_3770,8
TP6-1T,cell_3771,8
TP6-1T,cell_3772,1
TP6-1T,cell_3773,8
TP6-1T,cell_3774,8
TP6-1T,cell_3775,1
TP6-1T,cell_3776,6
TP6-1T,cell_3777,1
TP6-1T,cell_3778,8
TP6-1T,cell_3779,8
TP6-1T,cell_378,6
TP6-1T,cell_3780,8
TP6-1T,cell_3781,8
TP6-1T,cell_3782,8
TP6-1T,cell_3783,6
TP6-1T,cell_3784,8
TP6-1T,cell_3785,1
TP6-1T,cell_3786,8
TP6-1T,cell_3787,1
TP6-1T,cell_3788,6
TP6-1T,cell_3789,8
TP6-1T,cell_379,1
TP6-1T,cell_3790,8
TP6-1T,cell_3791,8
TP6-1T,cell_3792,8
TP6-1T,cell_3793,8
TP6-1T,cell_3794,1
TP6-1T,cell_3795,8
TP6-1T,cell_3796,8
TP6-1T,cell_3797,8
TP6-1T,cell_3798,1
TP6-1T,cell_3799,8
TP6-1T,cell_38,6
TP6-1T,cell_380,8
TP6-1T,cell_3800,8
TP6-1T,cell_3801,1
TP6-1T,cell_3802,6
TP6-1T,cell_3803,1
TP6-1T,cell_3804,1
TP6-1T,cell_3805,6
TP6-1T,cell_3806,1
TP6-1T,cell_3807,8
TP6-1T,cell_3808,1
TP6-1T,cell_3809,6
TP6-1T,cell_381,6
TP6-1T,cell_3810,6
TP6-1T,cell_3811,8
TP6-1T,cell_3812,1
TP6-1T,cell_3813,8
TP6-1T,cell_3814,8
TP6-1T,cell_3815,6
TP6-1T,cell_3816,6
TP6-1T,cell_3817,6
TP6-1T,cell_3818,8
TP6-1T,cell_3819,8
TP6-1T,cell_382,8
TP6-1T,cell_3820,8
TP6-1T,cell_3821,6
TP6-1T,cell_3822,8
TP6-1T,cell_3823,8
TP6-1T,cell_3824,1
TP6-1T,cell_3825,1
TP6-1T,cell_3826,1
TP6-1T,cell_3827,1
TP6-1T,cell_3828,8
TP6-1T,cell_3829,8
TP6-1T,cell_383,6
TP6-1T,cell_3830,6
TP6-1T,cell_3831,8
TP6-1T,cell_3832,8
TP6-1T,cell_3833,6
TP6-1T,cell_3834,1
TP6-1T,cell_3835,1
TP6-1T,cell_3836,6
TP6-1T,cell_3837,8
TP6-1T,cell_3838,1
TP6-1T,cell_3839,8
TP6-1T,cell_384,1
TP6-1T,cell_3840,1
TP6-1T,cell_3841,8
TP6-1T,cell_3842,1
TP6-1T,cell_3843,6
TP6-1T,cell_3844,8
TP6-1T,cell_3845,1
TP6-1T,cell_3846,6
TP6-1T,cell_3847,6
TP6-1T,cell_3848,1
TP6-1T,cell_3849,8
TP6-1T,cell_385,1
TP6-1T,cell_3850,8
TP6-1T,cell_3851,8
TP6-1T,cell_3852,1
TP6-1T,cell_3853,1
TP6-1T,cell_3854,6
TP6-1T,cell_3855,8
TP6-1T,cell_3856,6
TP6-1T,cell_3857,8
TP6-1T,cell_3858,8
TP6-1T,cell_3859,8
TP6-1T,cell_386,1
TP6-1T,cell_3860,1
TP6-1T,cell_3861,6
TP6-1T,cell_3862,1
TP6-1T,cell_3863,8
TP6-1T,cell_3864,1
TP6-1T,cell_3865,1
TP6-1T,cell_3866,6
TP6-1T,cell_3867,1
TP6-1T,cell_3868,1
TP6-1T,cell_3869,6
TP6-1T,cell_387,1
TP6-1T,cell_3870,8
TP6-1T,cell_3871,6
TP6-1T,cell_3872,1
TP6-1T,cell_3873,8
TP6-1T,cell_3874,1
TP6-1T,cell_3875,8
TP6-1T,cell_3876,8
TP6-1T,cell_3877,8
TP6-1T,cell_3878,6
TP6-1T,cell_3879,1
TP6-1T,cell_388,6
TP6-1T,cell_3880,8
TP6-1T,cell_3881,8
TP6-1T,cell_3882,6
TP6-1T,cell_3883,8
TP6-1T,cell_3884,1
TP6-1T,cell_3885,6
TP6-1T,cell_3886,8
TP6-1T,cell_3887,1
TP6-1T,cell_3888,1
TP6-1T,cell_3889,8
TP6-1T,cell_389,8
TP6-1T,cell_3890,6
TP6-1T,cell_3891,8
TP6-1T,cell_3892,8
TP6-1T,cell_3893,8
TP6-1T,cell_3894,8
TP6-1T,cell_3895,8
TP6-1T,cell_3896,1
TP6-1T,cell_3897,1
TP6-1T,cell_3898,1
TP6-1T,cell_3899,8
TP6-1T,cell_39,8
TP6-1T,cell_390,8
TP6-1T,cell_3900,1
TP6-1T,cell_3901,8
TP6-1T,cell_3902,6
TP6-1T,cell_3903,1
TP6-1T,cell_3904,8
TP6-1T,cell_3905,1
TP6-1T,cell_3906,8
TP6-1T,cell_3907,1
TP6-1T,cell_3908,8
TP6-1T,cell_3909,8
TP6-1T,cell_391,8
TP6-1T,cell_392,1
TP6-1T,cell_393,6
TP6-1T,cell_394,1
TP6-1T,cell_395,8
TP6-1T,cell_396,8
TP6-1T,cell_397,1
TP6-1T,cell_398,8
TP6-1T,cell_399,8
TP6-1T,cell_4,1
TP6-1T,cell_40,8
TP6-1T,cell_400,1
TP6-1T,cell_401,1
TP6-1T,cell_402,8
TP6-1T,cell_403,8
TP6-1T,cell_404,8
TP6-1T,cell_405,8
TP6-1T,cell_406,6
TP6-1T,cell_407,6
TP6-1T,cell_408,8
TP6-1T,cell_409,8
TP6-1T,cell_41,1
TP6-1T,cell_410,1
TP6-1T,cell_411,8
TP6-1T,cell_412,8
TP6-1T,cell_413,8
TP6-1T,cell_414,8
TP6-1T,cell_415,6
TP6-1T,cell_416,8
TP6-1T,cell_417,8
TP6-1T,cell_418,1
TP6-1T,cell_419,8
TP6-1T,cell_42,8
TP6-1T,cell_420,1
TP6-1T,cell_421,8
TP6-1T,cell_422,1
TP6-1T,cell_423,1
TP6-1T,cell_424,1
TP6-1T,cell_425,1
TP6-1T,cell_426,1
TP6-1T,cell_427,8
TP6-1T,cell_428,8
TP6-1T,cell_429,6
TP6-1T,cell_43,6
TP6-1T,cell_430,6
TP6-1T,cell_431,8
TP6-1T,cell_432,8
TP6-1T,cell_433,1
TP6-1T,cell_434,8
TP6-1T,cell_435,1
TP6-1T,cell_436,1
TP6-1T,cell_437,8
TP6-1T,cell_438,6
TP6-1T,cell_439,8
TP6-1T,cell_44,8
TP6-1T,cell_440,8
TP6-1T,cell_441,8
TP6-1T,cell_442,8
TP6-1T,cell_443,8
TP6-1T,cell_444,8
TP6-1T,cell_445,8
TP6-1T,cell_446,1
TP6-1T,cell_447,1
TP6-1T,cell_448,8
TP6-1T,cell_449,8
TP6-1T,cell_45,8
TP6-1T,cell_450,1
TP6-1T,cell_451,6
TP6-1T,cell_452,8
TP6-1T,cell_453,8
TP6-1T,cell_454,1
TP6-1T,cell_455,8
TP6-1T,cell_456,1
TP6-1T,cell_457,8
TP6-1T,cell_458,6
TP6-1T,cell_459,1
TP6-1T,cell_46,6
TP6-1T,cell_460,1
TP6-1T,cell_461,1
TP6-1T,cell_462,8
TP6-1T,cell_463,8
TP6-1T,cell_464,1
TP6-1T,cell_465,8
TP6-1T,cell_466,1
TP6-1T,cell_467,1
TP6-1T,cell_468,6
TP6-1T,cell_469,8
TP6-1T,cell_47,1
TP6-1T,cell_470,8
TP6-1T,cell_471,1
TP6-1T,cell_472,6
TP6-1T,cell_473,1
TP6-1T,cell_474,8
TP6-1T,cell_475,8
TP6-1T,cell_476,6
TP6-1T,cell_477,8
TP6-1T,cell_478,8
TP6-1T,cell_479,1
TP6-1T,cell_48,8
TP6-1T,cell_480,6
TP6-1T,cell_481,1
TP6-1T,cell_482,8
TP6-1T,cell_483,1
TP6-1T,cell_484,8
TP6-1T,cell_485,6
TP6-1T,cell_486,1
TP6-1T,cell_487,8
TP6-1T,cell_488,8
TP6-1T,cell_489,8
TP6-1T,cell_49,8
TP6-1T,cell_490,1
TP6-1T,cell_491,1
TP6-1T,cell_492,1
TP6-1T,cell_493,8
TP6-1T,cell_494,1
TP6-1T,cell_495,8
TP6-1T,cell_496,8
TP6-1T,cell_497,8
TP6-1T,cell_498,7
TP6-1T,cell_499,8
TP6-1T,cell_5,8
TP6-1T,cell_50,6
TP6-1T,cell_500,1
TP6-1T,cell_501,1
TP6-1T,cell_502,8
TP6-1T,cell_503,1
TP6-1T,cell_504,1
TP6-1T,cell_505,8
TP6-1T,cell_506,1
TP6-1T,cell_507,8
TP6-1T,cell_508,1
TP6-1T,cell_509,1
TP6-1T,cell_51,1
TP6-1T,cell_510,8
TP6-1T,cell_511,8
TP6-1T,cell_512,8
TP6-1T,cell_513,1
TP6-1T,cell_514,8
TP6-1T,cell_515,8
TP6-1T,cell_516,8
TP6-1T,cell_517,8
TP6-1T,cell_518,1
TP6-1T,cell_519,1
TP6-1T,cell_52,6
TP6-1T,cell_520,8
TP6-1T,cell_521,1
TP6-1T,cell_522,6
TP6-1T,cell_523,1
TP6-1T,cell_524,6
TP6-1T,cell_525,1
TP6-1T,cell_526,1
TP6-1T,cell_527,8
TP6-1T,cell_528,8
TP6-1T,cell_529,1
TP6-1T,cell_53,1
TP6-1T,cell_530,1
TP6-1T,cell_531,6
TP6-1T,cell_532,8
TP6-1T,cell_533,8
TP6-1T,cell_534,8
TP6-1T,cell_535,1
TP6-1T,cell_536,8
TP6-1T,cell_537,6
TP6-1T,cell_538,8
TP6-1T,cell_539,8
TP6-1T,cell_54,8
TP6-1T,cell_540,8
TP6-1T,cell_541,8
TP6-1T,cell_542,8
TP6-1T,cell_543,6
TP6-1T,cell_544,1
TP6-1T,cell_545,8
TP6-1T,cell_546,1
TP6-1T,cell_547,1
TP6-1T,cell_548,1
TP6-1T,cell_549,1
TP6-1T,cell_55,1
TP6-1T,cell_550,1
TP6-1T,cell_551,1
TP6-1T,cell_552,8
TP6-1T,cell_553,8
TP6-1T,cell_554,8
TP6-1T,cell_555,1
TP6-1T,cell_556,8
TP6-1T,cell_557,8
TP6-1T,cell_558,6
TP6-1T,cell_559,8
TP6-1T,cell_56,8
TP6-1T,cell_560,8
TP6-1T,cell_561,1
TP6-1T,cell_562,6
TP6-1T,cell_563,8
TP6-1T,cell_564,1
TP6-1T,cell_565,8
TP6-1T,cell_566,6
TP6-1T,cell_567,1
TP6-1T,cell_568,1
TP6-1T,cell_569,8
TP6-1T,cell_57,8
TP6-1T,cell_570,8
TP6-1T,cell_571,8
TP6-1T,cell_572,8
TP6-1T,cell_573,1
TP6-1T,cell_574,8
TP6-1T,cell_575,1
TP6-1T,cell_576,8
TP6-1T,cell_577,1
TP6-1T,cell_578,8
TP6-1T,cell_579,6
TP6-1T,cell_58,1
TP6-1T,cell_580,8
TP6-1T,cell_581,6
TP6-1T,cell_582,8
TP6-1T,cell_583,8
TP6-1T,cell_584,1
TP6-1T,cell_585,8
TP6-1T,cell_586,8
TP6-1T,cell_587,8
TP6-1T,cell_588,8
TP6-1T,cell_589,8
TP6-1T,cell_59,8
TP6-1T,cell_590,8
TP6-1T,cell_591,8
TP6-1T,cell_592,8
TP6-1T,cell_593,1
TP6-1T,cell_594,8
TP6-1T,cell_595,6
TP6-1T,cell_596,8
TP6-1T,cell_597,8
TP6-1T,cell_598,6
TP6-1T,cell_599,1
TP6-1T,cell_6,8
TP6-1T,cell_60,8
TP6-1T,cell_600,8
TP6-1T,cell_601,1
TP6-1T,cell_602,1
TP6-1T,cell_603,6
TP6-1T,cell_604,8
TP6-1T,cell_605,8
TP6-1T,cell_606,8
TP6-1T,cell_607,8
TP6-1T,cell_608,8
TP6-1T,cell_609,8
TP6-1T,cell_61,8
TP6-1T,cell_610,8
TP6-1T,cell_611,6
TP6-1T,cell_612,1
TP6-1T,cell_613,8
TP6-1T,cell_614,8
TP6-1T,cell_615,6
TP6-1T,cell_616,8
TP6-1T,cell_617,6
TP6-1T,cell_618,6
TP6-1T,cell_619,6
TP6-1T,cell_62,1
TP6-1T,cell_620,8
TP6-1T,cell_621,8
TP6-1T,cell_622,1
TP6-1T,cell_623,8
TP6-1T,cell_624,1
TP6-1T,cell_625,8
TP6-1T,cell_626,1
TP6-1T,cell_627,8
TP6-1T,cell_628,1
TP6-1T,cell_629,1
TP6-1T,cell_63,1
TP6-1T,cell_630,1
TP6-1T,cell_631,8
TP6-1T,cell_632,1
TP6-1T,cell_633,1
TP6-1T,cell_634,1
TP6-1T,cell_635,8
TP6-1T,cell_636,8
TP6-1T,cell_637,1
TP6-1T,cell_638,8
TP6-1T,cell_639,1
TP6-1T,cell_64,1
TP6-1T,cell_640,6
TP6-1T,cell_641,6
TP6-1T,cell_642,8
TP6-1T,cell_643,8
TP6-1T,cell_644,8
TP6-1T,cell_645,1
TP6-1T,cell_646,6
TP6-1T,cell_647,8
TP6-1T,cell_648,1
TP6-1T,cell_649,1
TP6-1T,cell_65,1
TP6-1T,cell_650,8
TP6-1T,cell_651,1
TP6-1T,cell_652,8
TP6-1T,cell_653,1
TP6-1T,cell_654,8
TP6-1T,cell_655,1
TP6-1T,cell_656,6
TP6-1T,cell_657,8
TP6-1T,cell_658,1
TP6-1T,cell_659,8
TP6-1T,cell_66,8
TP6-1T,cell_660,8
TP6-1T,cell_661,6
TP6-1T,cell_662,6
TP6-1T,cell_663,1
TP6-1T,cell_664,8
TP6-1T,cell_665,8
TP6-1T,cell_666,1
TP6-1T,cell_667,8
TP6-1T,cell_668,8
TP6-1T,cell_669,8
TP6-1T,cell_67,6
TP6-1T,cell_670,1
TP6-1T,cell_671,8
TP6-1T,cell_672,8
TP6-1T,cell_673,8
TP6-1T,cell_674,1
TP6-1T,cell_675,1
TP6-1T,cell_676,6
TP6-1T,cell_677,8
TP6-1T,cell_678,8
TP6-1T,cell_679,8
TP6-1T,cell_68,6
TP6-1T,cell_680,8
TP6-1T,cell_681,8
TP6-1T,cell_682,1
TP6-1T,cell_683,8
TP6-1T,cell_684,8
TP6-1T,cell_685,8
TP6-1T,cell_686,6
TP6-1T,cell_687,8
TP6-1T,cell_688,6
TP6-1T,cell_689,8
TP6-1T,cell_69,8
TP6-1T,cell_690,1
TP6-1T,cell_691,1
TP6-1T,cell_692,1
TP6-1T,cell_693,8
TP6-1T,cell_694,8
TP6-1T,cell_695,8
TP6-1T,cell_696,1
TP6-1T,cell_697,8
TP6-1T,cell_698,8
TP6-1T,cell_699,8
TP6-1T,cell_7,6
TP6-1T,cell_70,1
TP6-1T,cell_700,8
TP6-1T,cell_701,8
TP6-1T,cell_702,8
TP6-1T,cell_703,8
TP6-1T,cell_704,8
TP6-1T,cell_705,1
TP6-1T,cell_706,1
TP6-1T,cell_707,8
TP6-1T,cell_708,8
TP6-1T,cell_709,6
TP6-1T,cell_71,8
TP6-1T,cell_710,6
TP6-1T,cell_711,8
TP6-1T,cell_712,8
TP6-1T,cell_713,8
TP6-1T,cell_714,6
TP6-1T,cell_715,8
TP6-1T,cell_716,6
TP6-1T,cell_717,1
TP6-1T,cell_718,1
TP6-1T,cell_719,8
TP6-1T,cell_72,6
TP6-1T,cell_720,8
TP6-1T,cell_721,6
TP6-1T,cell_722,8
TP6-1T,cell_723,1
TP6-1T,cell_724,8
TP6-1T,cell_725,1
TP6-1T,cell_726,8
TP6-1T,cell_727,1
TP6-1T,cell_728,8
TP6-1T,cell_729,1
TP6-1T,cell_73,1
TP6-1T,cell_730,1
TP6-1T,cell_731,8
TP6-1T,cell_732,1
TP6-1T,cell_733,8
TP6-1T,cell_734,6
TP6-1T,cell_735,6
TP6-1T,cell_736,1
TP6-1T,cell_737,6
TP6-1T,cell_738,6
TP6-1T,cell_739,6
TP6-1T,cell_74,1
TP6-1T,cell_740,6
TP6-1T,cell_741,1
TP6-1T,cell_742,8
TP6-1T,cell_743,1
TP6-1T,cell_744,6
TP6-1T,cell_745,8
TP6-1T,cell_746,1
TP6-1T,cell_747,1
TP6-1T,cell_748,1
TP6-1T,cell_749,1
TP6-1T,cell_75,8
TP6-1T,cell_750,1
TP6-1T,cell_751,8
TP6-1T,cell_752,8
TP6-1T,cell_753,1
TP6-1T,cell_754,8
TP6-1T,cell_755,8
TP6-1T,cell_756,1
TP6-1T,cell_757,8
TP6-1T,cell_758,6
TP6-1T,cell_759,1
TP6-1T,cell_76,1
TP6-1T,cell_760,1
TP6-1T,cell_761,8
TP6-1T,cell_762,1
TP6-1T,cell_763,8
TP6-1T,cell_764,8
TP6-1T,cell_765,1
TP6-1T,cell_766,8
TP6-1T,cell_767,6
TP6-1T,cell_768,6
TP6-1T,cell_769,1
TP6-1T,cell_77,1
TP6-1T,cell_770,8
TP6-1T,cell_771,8
TP6-1T,cell_772,8
TP6-1T,cell_773,8
TP6-1T,cell_774,1
TP6-1T,cell_775,8
TP6-1T,cell_776,8
TP6-1T,cell_777,1
TP6-1T,cell_778,6
TP6-1T,cell_779,1
TP6-1T,cell_78,8
TP6-1T,cell_780,1
TP6-1T,cell_781,1
TP6-1T,cell_782,1
TP6-1T,cell_783,1
TP6-1T,cell_784,6
TP6-1T,cell_785,6
TP6-1T,cell_786,1
TP6-1T,cell_787,1
TP6-1T,cell_788,8
TP6-1T,cell_789,6
TP6-1T,cell_79,6
TP6-1T,cell_790,8
TP6-1T,cell_791,8
TP6-1T,cell_792,8
TP6-1T,cell_793,1
TP6-1T,cell_794,8
TP6-1T,cell_795,6
TP6-1T,cell_796,6
TP6-1T,cell_797,6
TP6-1T,cell_798,1
TP6-1T,cell_799,8
TP6-1T,cell_8,8
TP6-1T,cell_80,8
TP6-1T,cell_800,1
TP6-1T,cell_801,6
TP6-1T,cell_802,1
TP6-1T,cell_803,8
TP6-1T,cell_804,8
TP6-1T,cell_805,1
TP6-1T,cell_806,1
TP6-1T,cell_807,1
TP6-1T,cell_808,8
TP6-1T,cell_809,8
TP6-1T,cell_81,1
TP6-1T,cell_810,8
TP6-1T,cell_811,8
TP6-1T,cell_812,8
TP6-1T,cell_813,1
TP6-1T,cell_814,1
TP6-1T,cell_815,8
TP6-1T,cell_816,6
TP6-1T,cell_817,6
TP6-1T,cell_818,8
TP6-1T,cell_819,8
TP6-1T,cell_82,1
TP6-1T,cell_820,8
TP6-1T,cell_821,8
TP6-1T,cell_822,8
TP6-1T,cell_823,8
TP6-1T,cell_824,1
TP6-1T,cell_825,8
TP6-1T,cell_826,8
TP6-1T,cell_827,8
TP6-1T,cell_828,1
TP6-1T,cell_829,8
TP6-1T,cell_83,8
TP6-1T,cell_830,8
TP6-1T,cell_831,8
TP6-1T,cell_832,8
TP6-1T,cell_833,8
TP6-1T,cell_834,8
TP6-1T,cell_835,1
TP6-1T,cell_836,1
TP6-1T,cell_837,1
TP6-1T,cell_838,8
TP6-1T,cell_839,8
TP6-1T,cell_84,8
TP6-1T,cell_840,1
TP6-1T,cell_841,8
TP6-1T,cell_842,1
TP6-1T,cell_843,1
TP6-1T,cell_844,8
TP6-1T,cell_845,8
TP6-1T,cell_846,8
TP6-1T,cell_847,8
TP6-1T,cell_848,6
TP6-1T,cell_849,1
TP6-1T,cell_85,6
TP6-1T,cell_850,8
TP6-1T,cell_851,8
TP6-1T,cell_852,1
TP6-1T,cell_853,1
TP6-1T,cell_854,8
TP6-1T,cell_855,1
TP6-1T,cell_856,1
TP6-1T,cell_857,6
TP6-1T,cell_858,8
TP6-1T,cell_859,6
TP6-1T,cell_86,6
TP6-1T,cell_860,8
TP6-1T,cell_861,6
TP6-1T,cell_862,8
TP6-1T,cell_863,8
TP6-1T,cell_864,1
TP6-1T,cell_865,8
TP6-1T,cell_866,8
TP6-1T,cell_867,8
TP6-1T,cell_868,6
TP6-1T,cell_869,8
TP6-1T,cell_87,6
TP6-1T,cell_870,6
TP6-1T,cell_871,8
TP6-1T,cell_872,8
TP6-1T,cell_873,8
TP6-1T,cell_874,8
TP6-1T,cell_875,6
TP6-1T,cell_876,6
TP6-1T,cell_877,8
TP6-1T,cell_878,1
TP6-1T,cell_879,1
TP6-1T,cell_88,8
TP6-1T,cell_880,8
TP6-1T,cell_881,8
TP6-1T,cell_882,8
TP6-1T,cell_883,6
TP6-1T,cell_884,8
