sample,cell_barcode,clone_id
TP49-IR-1T,cell_1222,2
TP49-IR-1T,cell_123,2
TP49-IR-1T,cell_1232,2
TP49-IR-1T,cell_1234,2
TP49-IR-1T,cell_1236,2
TP49-IR-1T,cell_1240,2
TP49-IR-1T,cell_1246,2
TP49-IR-1T,cell_1250,2
TP49-IR-1T,cell_1252,2
TP49-IR-1T,cell_1253,2
TP49-IR-1T,cell_127,2
TP49-IR-1T,cell_1270,2
TP49-IR-1T,cell_1273,2
TP49-IR-1T,cell_128,2
TP49-IR-1T,cell_1285,2
TP49-IR-1T,cell_1287,2
TP49-IR-1T,cell_130,2
TP49-IR-1T,cell_1301,2
TP49-IR-1T,cell_1304,2
TP49-IR-1T,cell_1308,2
TP49-IR-1T,cell_1317,2
TP49-IR-1T,cell_1319,2
TP49-IR-1T,cell_1322,2
TP49-IR-1T,cell_1328,2
TP49-IR-1T,cell_1333,2
TP49-IR-1T,cell_1339,2
TP49-IR-1T,cell_1342,2
TP49-IR-1T,cell_1345,2
TP49-IR-1T,cell_1362,2
TP49-IR-1T,cell_1366,2
TP49-IR-1T,cell_1367,2
TP49-IR-1T,cell_1368,2
TP49-IR-1T,cell_1378,2
TP49-IR-1T,cell_1379,2
TP49-IR-1T,cell_1381,2
TP49-IR-1T,cell_1383,2
TP49-IR-1T,cell_1388,2
TP49-IR-1T,cell_1403,2
TP49-IR-1T,cell_1409,2
TP49-IR-1T,cell_1418,2
TP49-IR-1T,cell_142,2
TP49-IR-1T,cell_1421,2
TP49-IR-1T,cell_1428,2
TP49-IR-1T,cell_1429,2
TP49-IR-1T,cell_1433,2
TP49-IR-1T,cell_1437,2
TP49-IR-1T,cell_144,2
TP49-IR-1T,cell_1440,2
TP49-IR-1T,cell_1444,2
TP49-IR-1T,cell_1446,2
TP49-IR-1T,cell_1454,2
TP49-IR-1T,cell_1459,2
TP49-IR-1T,cell_1471,2
TP49-IR-1T,cell_1472,2
TP49-IR-1T,cell_1480,2
TP49-IR-1T,cell_1482,2
TP49-IR-1T,cell_1486,2
TP49-IR-1T,cell_1488,2
TP49-IR-1T,cell_1492,2
TP49-IR-1T,cell_1496,2
TP49-IR-1T,cell_1497,2
TP49-IR-1T,cell_1508,2
TP49-IR-1T,cell_1514,2
TP49-IR-1T,cell_1522,2
TP49-IR-1T,cell_1523,2
TP49-IR-1T,cell_1527,2
TP49-IR-1T,cell_1528,2
TP49-IR-1T,cell_1530,2
TP49-IR-1T,cell_1531,2
TP49-IR-1T,cell_1536,2
TP49-IR-1T,cell_154,2
TP49-IR-1T,cell_1544,2
TP49-IR-1T,cell_1545,2
TP49-IR-1T,cell_1550,2
TP49-IR-1T,cell_1551,2
TP49-IR-1T,cell_1562,2
TP49-IR-1T,cell_1565,2
TP49-IR-1T,cell_1572,2
TP49-IR-1T,cell_1573,2
TP49-IR-1T,cell_1574,2
TP49-IR-1T,cell_1575,2
TP49-IR-1T,cell_1577,2
TP49-IR-1T,cell_1578,2
TP49-IR-1T,cell_1581,2
TP49-IR-1T,cell_1582,2
TP49-IR-1T,cell_1598,2
TP49-IR-1T,cell_1599,2
TP49-IR-1T,cell_1613,2
TP49-IR-1T,cell_1616,2
TP49-IR-1T,cell_1626,2
TP49-IR-1T,cell_1627,2
TP49-IR-1T,cell_1633,2
TP49-IR-1T,cell_1658,2
TP49-IR-1T,cell_1662,2
TP49-IR-1T,cell_1665,2
TP49-IR-1T,cell_1668,2
TP49-IR-1T,cell_167,2
TP49-IR-1T,cell_1670,2
TP49-IR-1T,cell_1674,2
TP49-IR-1T,cell_168,2
TP49-IR-1T,cell_1681,2
TP49-IR-1T,cell_1683,2
TP49-IR-1T,cell_1686,2
TP49-IR-1T,cell_1687,2
TP49-IR-1T,cell_1693,2
TP49-IR-1T,cell_1695,2
TP49-IR-1T,cell_1703,2
TP49-IR-1T,cell_1711,2
TP49-IR-1T,cell_1718,2
TP49-IR-1T,cell_1719,2
TP49-IR-1T,cell_1728,2
TP49-IR-1T,cell_1731,2
TP49-IR-1T,cell_1735,2
TP49-IR-1T,cell_1737,2
TP49-IR-1T,cell_1738,2
TP49-IR-1T,cell_1739,2
TP49-IR-1T,cell_175,2
TP49-IR-1T,cell_1751,2
TP49-IR-1T,cell_1756,2
TP49-IR-1T,cell_1760,2
TP49-IR-1T,cell_1775,2
TP49-IR-1T,cell_1786,2
TP49-IR-1T,cell_1790,2
TP49-IR-1T,cell_1793,2
TP49-IR-1T,cell_1795,2
TP49-IR-1T,cell_1802,2
TP49-IR-1T,cell_1807,2
TP49-IR-1T,cell_1810,2
TP49-IR-1T,cell_1812,2
TP49-IR-1T,cell_1826,2
TP49-IR-1T,cell_1845,2
TP49-IR-1T,cell_1863,2
TP49-IR-1T,cell_1877,2
TP49-IR-1T,cell_1879,2
TP49-IR-1T,cell_1882,2
TP49-IR-1T,cell_1884,2
TP49-IR-1T,cell_1885,2
TP49-IR-1T,cell_1886,2
TP49-IR-1T,cell_1899,2
TP49-IR-1T,cell_1900,2
TP49-IR-1T,cell_1906,2
TP49-IR-1T,cell_193,2
TP49-IR-1T,cell_1935,2
TP49-IR-1T,cell_1936,2
TP49-IR-1T,cell_1937,2
TP49-IR-1T,cell_1939,2
TP49-IR-1T,cell_1941,2
TP49-IR-1T,cell_1942,2
TP49-IR-1T,cell_195,2
TP49-IR-1T,cell_1953,2
TP49-IR-1T,cell_1958,2
TP49-IR-1T,cell_1959,2
TP49-IR-1T,cell_1962,2
TP49-IR-1T,cell_1964,2
TP49-IR-1T,cell_1965,2
TP49-IR-1T,cell_197,2
TP49-IR-1T,cell_1972,2
TP49-IR-1T,cell_1977,2
